ticker,name,exchange,sector,technical_score,technical_evidence,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc,name_cn,trading_number
300750.SZ,宁德时代,SZ,Unknown,8.5,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 6.8, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.51, 'volume_signal': 'confirmed', 'rsi14': 59.41, 'rsi_zone': 'sweet_spot', 'above_ma10_ma20_ma50': True, 'ma10': 359.63, 'ma20': 362.07, 'ma50': 360.13, 'realized_vol_5d_ann_pct': np.float64(42.56)}",395.5,,110690570.0925,2026-03-12T00:00:00Z,宁德时代,300750.SZ
002261.SZ,拓维信息,SZ,Unknown,7.5,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 12.57, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.96, 'volume_signal': 'confirmed', 'rsi14': 67.06, 'rsi_zone': 'acceptable', 'above_ma10_ma20_ma50': True, 'ma10': 38.71, 'ma20': 35.36, 'ma50': 34.07, 'realized_vol_5d_ann_pct': np.float64(109.84)}",39.72,,52725532.0475,2026-03-12T00:00:00Z,拓维信息,002261.SZ
300274.SZ,阳光电源,SZ,Unknown,7.5,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 17.52, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.64, 'volume_signal': 'confirmed', 'rsi14': 65.16, 'rsi_zone': 'acceptable', 'above_ma10_ma20_ma50': True, 'ma10': 154.73, 'ma20': 152.74, 'ma50': 159.75, 'realized_vol_5d_ann_pct': np.float64(60.6)}",173.1,,96680739.7155,2026-03-12T00:00:00Z,阳光电源,300274.SZ
688525.SH,佰维存储,SH,Unknown,6.5,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 7.93, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.2, 'volume_signal': 'neutral', 'rsi14': 62.77, 'rsi_zone': 'sweet_spot', 'above_ma10_ma20_ma50': True, 'ma10': 189.71, 'ma20': 177.53, 'ma50': 161.95, 'realized_vol_5d_ann_pct': np.float64(86.92)}",202.85,,57452146.08099999,2026-03-12T00:00:00Z,佰维存储,688525.SH
600487.SH,亨通光电,SH,Unknown,6.2,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 5.3, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.99, 'volume_signal': 'declining', 'rsi14': 63.81, 'rsi_zone': 'sweet_spot', 'above_ma10_ma20_ma50': True, 'ma10': 49.03, 'ma20': 44.51, 'ma50': 34.53, 'realized_vol_5d_ann_pct': np.float64(95.77)}",51.42,,70952677.73049998,2026-03-12T00:00:00Z,亨通光电,600487.SH
002506.SZ,协鑫集成,SZ,Unknown,5.5,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 7.7, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.01, 'volume_signal': 'neutral', 'rsi14': 66.57, 'rsi_zone': 'acceptable', 'above_ma10_ma20_ma50': True, 'ma10': 5.43, 'ma20': 5.12, 'ma50': 3.86, 'realized_vol_5d_ann_pct': np.float64(78.88)}",5.87,,69413408.01750001,2026-03-12T00:00:00Z,协鑫集成,002506.SZ
600498.SH,烽火通信,SH,Unknown,5.5,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 10.17, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.1, 'volume_signal': 'neutral', 'rsi14': 66.89, 'rsi_zone': 'acceptable', 'above_ma10_ma20_ma50': True, 'ma10': 55.41, 'ma20': 49.06, 'ma50': 42.02, 'realized_vol_5d_ann_pct': np.float64(100.03)}",55.5,,65310325.432500005,2026-03-12T00:00:00Z,烽火通信,600498.SH
002384.SZ,东山精密,SZ,Unknown,5.5,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.1, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.13, 'volume_signal': 'neutral', 'rsi14': 86.51, 'rsi_zone': 'overbought', 'above_ma10_ma20_ma50': True, 'ma10': 97.5, 'ma20': 87.24, 'ma50': 82.44, 'realized_vol_5d_ann_pct': np.float64(73.56)}",109.3,,68700295.877,2026-03-12T00:00:00Z,东山精密,002384.SZ
000988.SZ,华工科技,SZ,Unknown,5.5,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 9.55, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.63, 'volume_signal': 'confirmed', 'rsi14': 87.34, 'rsi_zone': 'overbought', 'above_ma10_ma20_ma50': True, 'ma10': 110.85, 'ma20': 94.69, 'ma50': 85.83, 'realized_vol_5d_ann_pct': np.float64(88.75)}",127.9,,95171366.295,2026-03-12T00:00:00Z,华工科技,000988.SZ
