Ticker,Last,RVOL,ATR%,RSI14,Dist_to_52W_High%,$ADV20,MA20,MA50,Above_MA20,Above_MA50,Ret20d%,Setup,Score,Is_Leveraged_ETF,Ret5d%
BE,89.99,2.21,17.76,26.1,39.14,2015030461.0,120.66,102.37,0,0,-18.47,Reversal,39.74,False,-19.57
