Ticker,Last,RVOL,ATR%,RSI14,Dist_to_52W_High%,$ADV20,MA20,MA50,Above_MA20,Above_MA50,Ret20d%,Ret5d%,Setup,Score,Is_Leveraged_ETF
APPS,366.91,2.31,12.41,33.1,50.79,3817780441.0,492.75,603.15,0,0,-40.61,-2.22,Reversal,33.26,False
UPWK,30.19,2.69,9.54,20.9,65.42,189462673.0,41.18,44.87,0,0,-35.01,-12.8,Reversal,29.65,False
CBZ,136.28,5.66,5.35,19.9,21.8,344421299.0,166.51,163.91,0,0,-17.36,-17.99,Reversal,27.19,False
FELE,201.95,1.95,7.47,13.3,57.47,259214466.0,248.2,272.99,0,0,-31.6,-3.46,Reversal,25.17,False
PBF,119.76,2.99,5.82,17.5,55.27,213946914.0,137.2,151.53,0,0,-22.53,-8.99,Reversal,25.11,False
CON,10.32,2.22,7.52,21.6,26.05,253917420.0,12.57,11.6,0,0,-16.1,-14.29,Reversal,23.87,False
YORW,49.09,2.2,5.97,17.0,40.5,458756101.0,60.38,63.31,0,0,-25.18,-8.04,Reversal,23.04,False
VRT,179.0,2.72,4.66,21.6,44.57,428657027.0,203.18,213.66,0,0,-20.15,-3.08,Reversal,22.86,False
VRTS,179.0,2.72,4.66,21.6,44.57,428657027.0,203.18,213.66,0,0,-20.15,-3.08,Reversal,22.86,False
AKBA,104.61,2.6,4.09,63.7,2.05,387593075.0,95.82,90.84,1,1,15.4,14.34,Breakout,22.79,False
DAWN,161.14,2.05,5.62,15.2,43.56,941056632.0,197.93,214.48,0,0,-24.39,-12.36,Reversal,22.53,False
WAY,319.83,3.02,4.71,18.1,22.77,401543835.0,373.61,382.91,0,0,-18.66,-15.14,Reversal,21.07,False
ADUS,223.49,2.14,4.6,18.3,32.09,631427041.0,252.84,277.73,0,0,-14.46,-6.12,Reversal,20.16,False
BYND,59.07,2.44,3.85,30.9,25.54,166654386.0,64.54,67.21,0,0,-11.0,-6.49,Reversal,19.23,False
FOXF,56.43,2.26,4.1,10.4,26.13,294739415.0,68.98,70.9,0,0,-22.79,-14.4,Reversal,18.78,False
FRAF,56.43,2.26,4.1,10.4,26.13,294739415.0,68.98,70.9,0,0,-22.79,-14.4,Reversal,18.78,False
