ticker,stage,reason
CPK,scoring,tech_score_below_min_6.5
PLUS,scoring,tech_score_below_min_6.5
HOPE,scoring,tech_score_below_min_6.5
UUUU,scoring,tech_score_below_min_6.5
GM,scoring,tech_score_below_min_6.5
SWX,scoring,tech_score_below_min_6.5
POWI,scoring,tech_score_below_min_6.5
ABT,scoring,tech_score_below_min_6.5
MDXG,scoring,tech_score_below_min_6.5
POWL,scoring,tech_score_below_min_6.5
LARK,scoring,tech_score_below_min_6.5
ASTS,scoring,tech_score_below_min_6.5
OPFI,scoring,tech_score_below_min_6.5
SUPN,scoring,tech_score_below_min_6.5
ITGR,filters,"$ADV20 $45,574,462 < $75,000,000"
NXPI,scoring,tech_score_below_min_6.5
SPSC,scoring,tech_score_below_min_6.5
ENVA,scoring,tech_score_below_min_6.5
STBA,filters,"$ADV20 $9,531,004 < $75,000,000"
MOV,filters,"$ADV20 $9,531,004 < $75,000,000"
ORC,filters,"$ADV20 $9,531,004 < $75,000,000"
AOSL,filters,"$ADV20 $9,531,004 < $75,000,000"
CLPT,filters,"$ADV20 $9,531,004 < $75,000,000"
WTS,filters,"$ADV20 $7,690,955 < $75,000,000"
JACK,filters,"$ADV20 $57,531,402 < $75,000,000"
SO,filters,"$ADV20 $57,531,402 < $75,000,000"
PRLB,filters,"$ADV20 $57,531,402 < $75,000,000"
CTBI,filters,"$ADV20 $72,921,711 < $75,000,000"
TIPT,filters,"$ADV20 $15,260,646 < $75,000,000"
LAND,scoring,tech_score_below_min_6.5
CCL,scoring,tech_score_below_min_6.5
OOMA,filters,"$ADV20 $10,541,857 < $75,000,000"
CCSI,filters,"$ADV20 $1,872,341 < $75,000,000"
AJG,scoring,tech_score_below_min_6.5
JXN,scoring,tech_score_below_min_6.5
ANET,scoring,tech_score_below_min_6.5
CAL,scoring,tech_score_below_min_6.5
LUNR,scoring,tech_score_below_min_6.5
BKE,scoring,tech_score_below_min_6.5
VLY,scoring,tech_score_below_min_6.5
WGS,scoring,tech_score_below_min_6.5
SPRY,scoring,tech_score_below_min_6.5
VITL,filters,"$ADV20 $6,419,904 < $75,000,000"
BSX,filters,"$ADV20 $11,162,736 < $75,000,000"
WDAY,filters,"$ADV20 $11,162,736 < $75,000,000"
ANAB,scoring,tech_score_below_min_6.5
LKFN,filters,"$ADV20 $5,233,851 < $75,000,000"
SPIR,filters,"$ADV20 $5,233,851 < $75,000,000"
ETD,filters,"$ADV20 $5,233,851 < $75,000,000"
DCTH,filters,"$ADV20 $5,233,851 < $75,000,000"
OKE,filters,"$ADV20 $10,187,774 < $75,000,000"
OBT,filters,"$ADV20 $10,260,995 < $75,000,000"
DMRC,scoring,tech_score_below_min_6.5
ACEL,scoring,tech_score_below_min_6.5
NUS,filters,"$ADV20 $2,583,017 < $75,000,000"
AEHR,filters,"$ADV20 $3,459,352 < $75,000,000"
SM,filters,"$ADV20 $45,107,591 < $75,000,000; 5d return 43.0% > 15.0% (avoiding chased names)"
GWW,filters,"$ADV20 $5,546,614 < $75,000,000"
PMTS,filters,"$ADV20 $577,122 < $75,000,000"
SWKS,scoring,tech_score_below_min_6.5
DNA,scoring,tech_score_below_min_6.5
CYH,filters,"Price $3.64 < $5.00; $ADV20 $6,767,140 < $75,000,000"
CMP,filters,"Price $3.64 < $5.00; $ADV20 $6,767,140 < $75,000,000"
PEB,filters,"Price $3.64 < $5.00; $ADV20 $6,767,140 < $75,000,000"
FCBC,filters,"$ADV20 $12,437,742 < $75,000,000"
SRBK,filters,"$ADV20 $773,356 < $75,000,000"
RMBS,filters,"$ADV20 $773,356 < $75,000,000"
BPRN,filters,"$ADV20 $773,356 < $75,000,000"
ACR,filters,"$ADV20 $773,356 < $75,000,000"
ORCL,filters,"$ADV20 $773,356 < $75,000,000"
DIN,filters,"$ADV20 $773,356 < $75,000,000"
HBAN,filters,"$ADV20 $773,356 < $75,000,000"
BKD,filters,"$ADV20 $773,356 < $75,000,000"
ALH,filters,"$ADV20 $14,748,125 < $75,000,000"
PEP,filters,"$ADV20 $14,748,125 < $75,000,000"
EXR,filters,"$ADV20 $12,227,626 < $75,000,000"
CALM,scoring,tech_score_below_min_6.5
CTRE,scoring,tech_score_below_min_6.5
RDVT,scoring,tech_score_below_min_6.5
PBYI,scoring,tech_score_below_min_6.5
AVIR,filters,"$ADV20 $5,541,208 < $75,000,000"
SMCI,filters,"$ADV20 $2,754,081 < $75,000,000"
LIND,filters,"$ADV20 $2,754,081 < $75,000,000"
SSRM,filters,"$ADV20 $16,842,022 < $75,000,000"
ECPG,filters,"$ADV20 $15,953,393 < $75,000,000"
IBEX,filters,"$ADV20 $5,940,798 < $75,000,000"
GRPN,filters,"$ADV20 $5,940,798 < $75,000,000"
INMB,filters,"$ADV20 $13,021,887 < $75,000,000"
FVR,filters,"$ADV20 $637,669 < $75,000,000"
NREF,filters,"$ADV20 $637,669 < $75,000,000"
LFMD,filters,"$ADV20 $637,669 < $75,000,000"
TMCI,filters,"$ADV20 $637,669 < $75,000,000"
MAX,filters,"Price $2.04 < $5.00; $ADV20 $1,420,411 < $75,000,000"
PATH,filters,"$ADV20 $10,363,760 < $75,000,000; 5d return 29.4% > 15.0% (avoiding chased names)"
VRSN,scoring,tech_score_below_min_6.5
NMAX,scoring,tech_score_below_min_6.5
FMAO,scoring,tech_score_below_min_6.5
AMRC,scoring,tech_score_below_min_6.5
GEF,scoring,tech_score_below_min_6.5
PRSU,filters,"$ADV20 $17,164,090 < $75,000,000"
AMPH,filters,"$ADV20 $7,331,251 < $75,000,000"
OFIX,filters,"$ADV20 $7,331,251 < $75,000,000"
PTON,filters,"$ADV20 $7,331,251 < $75,000,000"
ASC,filters,"$ADV20 $3,497,204 < $75,000,000"
REGN,filters,"$ADV20 $3,497,204 < $75,000,000"
BBW,scoring,tech_score_below_min_6.5
CTOS,filters,"$ADV20 $16,565,510 < $75,000,000"
NBTB,filters,"$ADV20 $16,565,510 < $75,000,000"
MSI,filters,"$ADV20 $10,959,039 < $75,000,000"
FWRD,filters,"$ADV20 $18,242,955 < $75,000,000"
PRCH,filters,"$ADV20 $18,242,955 < $75,000,000"
ARI,filters,"$ADV20 $18,242,955 < $75,000,000"
POWW,filters,"$ADV20 $18,242,955 < $75,000,000"
NTST,filters,"$ADV20 $37,808,441 < $75,000,000"
FDBC,filters,"$ADV20 $37,808,441 < $75,000,000"
SNBR,filters,"$ADV20 $304,847 < $75,000,000"
CBAN,filters,"$ADV20 $304,847 < $75,000,000"
USAR,filters,"$ADV20 $304,847 < $75,000,000"
BCAX,scoring,tech_score_below_min_6.5
NPO,filters,"$ADV20 $7,245,063 < $75,000,000; 5d return 20.8% > 15.0% (avoiding chased names)"
GT,filters,"$ADV20 $3,024,728 < $75,000,000"
NWN,filters,"$ADV20 $63,269,168 < $75,000,000"
SLDB,filters,"$ADV20 $7,618,039 < $75,000,000"
NEXT,filters,"$ADV20 $13,522,785 < $75,000,000"
JJSF,filters,"$ADV20 $13,198,296 < $75,000,000"
GDDY,filters,"$ADV20 $13,198,296 < $75,000,000"
EIX,scoring,tech_score_below_min_6.5
CNK,scoring,tech_score_below_min_6.5
EPAC,filters,"$ADV20 $65,340,151 < $75,000,000"
JOBY,filters,"$ADV20 $65,340,151 < $75,000,000"
ESPR,scoring,tech_score_below_min_6.5
AMR,filters,"Price $3.33 < $5.00; $ADV20 $11,686,501 < $75,000,000"
SPGI,filters,"Price $3.33 < $5.00; $ADV20 $11,686,501 < $75,000,000"
MAA,filters,"$ADV20 $51,503,320 < $75,000,000"
SIBN,scoring,tech_score_below_min_6.5
BCO,filters,"$ADV20 $8,428,187 < $75,000,000"
PARR,filters,"$ADV20 $8,428,187 < $75,000,000"
CZWI,filters,"$ADV20 $1,094,358 < $75,000,000"
CNX,filters,"$ADV20 $1,094,358 < $75,000,000"
LPG,filters,"$ADV20 $1,094,358 < $75,000,000"
LBRT,filters,"$ADV20 $40,777,557 < $75,000,000"
DHC,scoring,tech_score_below_min_6.5
REX,filters,"$ADV20 $6,103,478 < $75,000,000"
ICUI,filters,"$ADV20 $6,103,478 < $75,000,000"
ACNB,filters,"$ADV20 $6,103,478 < $75,000,000"
TRIP,filters,"$ADV20 $45,903,269 < $75,000,000"
IQV,filters,"$ADV20 $46,052,486 < $75,000,000"
OPBK,filters,"$ADV20 $437,736 < $75,000,000"
ABBV,filters,"$ADV20 $437,736 < $75,000,000"
TZOO,scoring,tech_score_below_min_6.5
ECBK,filters,"$ADV20 $1,188,546 < $75,000,000"
SLNH,filters,"$ADV20 $1,188,546 < $75,000,000"
FSS,filters,"$ADV20 $146,556 < $75,000,000"
HBT,filters,"Price $1.00 < $5.00; $ADV20 $5,344,005 < $75,000,000; 5d return 16.3% > 15.0% (avoiding chased names)"
OSPN,filters,"$ADV20 $824,350 < $75,000,000"
BMY,filters,"$ADV20 $47,144,339 < $75,000,000"
TDG,filters,"$ADV20 $8,231,953 < $75,000,000"
LDOS,filters,"$ADV20 $8,231,953 < $75,000,000"
ARCB,filters,"$ADV20 $17,593,736 < $75,000,000"
SXT,filters,"$ADV20 $17,593,736 < $75,000,000"
GCT,filters,"$ADV20 $17,593,736 < $75,000,000"
BKNG,filters,"$ADV20 $17,593,736 < $75,000,000"
SNAP,filters,"$ADV20 $17,593,736 < $75,000,000"
VCYT,filters,"$ADV20 $17,593,736 < $75,000,000"
PFIS,filters,"$ADV20 $43,145,271 < $75,000,000"
ASIC,scoring,tech_score_below_min_6.5
FPI,filters,"$ADV20 $3,193,918 < $75,000,000; 5d return 39.1% > 15.0% (avoiding chased names)"
CVLG,filters,"$ADV20 $3,193,918 < $75,000,000; 5d return 39.1% > 15.0% (avoiding chased names)"
EL,filters,"$ADV20 $1,467,760 < $75,000,000"
WAT,filters,"$ADV20 $10,101,724 < $75,000,000"
CNC,scoring,tech_score_below_min_6.5
BLFY,scoring,tech_score_below_min_6.5
ACCO,scoring,tech_score_below_min_6.5
AROW,scoring,tech_score_below_min_6.5
WSR,scoring,tech_score_below_min_6.5
NSC,filters,"$ADV20 $3,788,847 < $75,000,000"
HSHP,scoring,tech_score_below_min_6.5
REPL,filters,"Price $4.14 < $5.00; $ADV20 $2,470,513 < $75,000,000"
KROS,filters,"Price $4.14 < $5.00; $ADV20 $2,470,513 < $75,000,000"
MNSB,filters,"$ADV20 $3,053,532 < $75,000,000"
CRVS,filters,"$ADV20 $3,053,532 < $75,000,000"
KMT,filters,"$ADV20 $3,053,532 < $75,000,000"
MPWR,filters,"$ADV20 $31,107,017 < $75,000,000"
SKYW,filters,"$ADV20 $31,107,017 < $75,000,000"
COR,scoring,tech_score_below_min_6.5
WST,filters,"$ADV20 $5,059,556 < $75,000,000"
LIVN,filters,"$ADV20 $5,059,556 < $75,000,000"
FA,filters,"$ADV20 $9,547,278 < $75,000,000"
BBUC,filters,"$ADV20 $1,307,238 < $75,000,000"
SRE,filters,"$ADV20 $70,919,596 < $75,000,000"
IOSP,filters,"$ADV20 $70,919,596 < $75,000,000"
SPOK,filters,"$ADV20 $29,890,858 < $75,000,000"
CRWD,filters,"$ADV20 $29,890,858 < $75,000,000"
CENTA,scoring,tech_score_below_min_6.5
PPG,scoring,tech_score_below_min_6.5
HLIT,filters,"$ADV20 $3,118,361 < $75,000,000"
