Ticker,Last,RVOL,ATR%,RSI14,Dist_to_52W_High%,$ADV20,MA20,MA50,Above_MA20,Above_MA50,Ret20d%,Setup,Score,Is_Leveraged_ETF
LQDA,36.6,2.04,6.84,56.6,6.54,55987083.0,33.97,31.36,1,1,12.3,Breakout,25.22,False
