ticker,name,exchange,sector,technical_score,swing_score,swing_signal,swing_regime,signal_reason,technical_evidence,breakout_score,momentum_adj,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc,rsi14,atr_pct,vol_ratio_3_20,dist_52w_high_pct
GM,General Motors Company,NYSE,Consumer Cyclical,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.68, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.2, 'rsi14': 52.24, 'ma10': 82.57, 'ma20': 82.3, 'ma50': 76.08, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 38.86, 'breakout': {'score': 0.0, 'donchian20_prev': 85.18, 'donchian55_prev': 85.18, 'atr14': 1.7, 'vol_ratio_3_20': 1.2034, 'breakout_strength_atr': -1.3412, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.05, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': -0.15, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 58.69}",0.0,0.25,82.9,75861557248,707615309.306,2026-01-12T00:00:00Z,52.24123879380608,2.0506634499396883,1.2034231260823236,2.6766846677623866
CCL,Carnival Corporation & plc,NYSE,Consumer Cyclical,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.89, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.79, 'rsi14': 53.88, 'ma10': 31.43, 'ma20': 30.6, 'ma50': 28.06, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 28.82, 'breakout': {'score': 0.0, 'donchian20_prev': 32.89, 'donchian55_prev': 32.89, 'atr14': 0.8803, 'vol_ratio_3_20': 0.7928, 'breakout_strength_atr': -1.454, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.78, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.14, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 26.63}",0.0,0.25,31.61,37473046528,642930268.2260001,2026-01-12T00:00:00Z,53.88272583201267,2.7849233967550924,0.7928381765219088,3.8917604134995476
JNJ,Johnson & Johnson,NYSE,Healthcare,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.54, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.06, 'rsi14': 58.19, 'ma10': 206.52, 'ma20': 207.69, 'ma50': 202.14, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 22.89, 'breakout': {'score': 0.0, 'donchian20_prev': 215.185, 'donchian55_prev': 215.185, 'atr14': 3.1189, 'vol_ratio_3_20': 1.0568, 'breakout_strength_atr': -1.7522, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.49, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.78, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 175.44}",0.0,0.25,209.72,530382225408,1602544070.0735002,2026-01-12T00:00:00Z,58.19070904645474,1.4871801858259979,1.0567895083359904,2.5396751632316397
TJX,"The TJX Companies, Inc.",NYSE,Consumer Cyclical,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 1.49, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.2, 'rsi14': 58.7, 'ma10': 155.47, 'ma20': 155.73, 'ma50': 151.21, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 20.77, 'breakout': {'score': 0.0, 'donchian20_prev': 159.48, 'donchian55_prev': 159.48, 'atr14': 2.1864, 'vol_ratio_3_20': 1.2049, 'breakout_strength_atr': -1.0885, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.39, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.52, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 136.41}",0.0,0.25,157.1,170546741248,685461754.9265001,2026-01-12T00:00:00Z,58.70473537604456,1.3917341093025348,1.2049439742932073,1.4923501379483293
LLY,Eli Lilly and Company,NYSE,Healthcare,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 4.67, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.92, 'rsi14': 52.44, 'ma10': 1075.69, 'ma20': 1068.69, 'ma50': 1028.06, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 43.28, 'breakout': {'score': 0.0, 'donchian20_prev': 1133.95, 'donchian55_prev': 1133.95, 'atr14': 28.4914, 'vol_ratio_3_20': 0.9175, 'breakout_strength_atr': -1.8585, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.64, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.44, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 834.97}",0.0,0.25,1081.0,954089996288,3124712910.364,2026-01-12T00:00:00Z,52.43703477108187,2.635653495440729,0.9175116054490924,4.669518056351695
RF,Regions Financial Corporation,NYSE,Financial Services,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.4, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.12, 'rsi14': 57.18, 'ma10': 28.06, 'ma20': 27.84, 'ma50': 26.26, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 21.04, 'breakout': {'score': 0.0, 'donchian20_prev': 29.255, 'donchian55_prev': 29.255, 'atr14': 0.5132, 'vol_ratio_3_20': 1.1196, 'breakout_strength_atr': -1.9388, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.82, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': -0.02, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 24.36}",0.0,0.25,28.26,24096565248,306312498.014,2026-01-12T00:00:00Z,57.17703349282301,1.8160448892932974,1.1195591108596115,3.40112801230558
UAL,"United Airlines Holdings, Inc.",NASDAQ,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.29, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.91, 'rsi14': 53.07, 'ma10': 114.49, 'ma20': 113.37, 'ma50': 104.37, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 27.92, 'breakout': {'score': 0.0, 'donchian20_prev': 119.21, 'donchian55_prev': 119.21, 'atr14': 2.8025, 'vol_ratio_3_20': 0.9095, 'breakout_strength_atr': -1.3988, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.43, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.14, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 91.07}",0.0,0.25,115.29,34879528960,434282348.1545,2026-01-12T00:00:00Z,53.068932955618536,2.4308266111544796,0.9094557274206905,3.2883147386964082
PFG,"Principal Financial Group, Inc.",NASDAQ,Financial Services,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.5, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.89, 'rsi14': 57.01, 'ma10': 90.1, 'ma20': 89.82, 'ma50': 86.68, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 20.03, 'breakout': {'score': 0.0, 'donchian20_prev': 92.51, 'donchian55_prev': 92.51, 'atr14': 1.4719, 'vol_ratio_3_20': 0.8926, 'breakout_strength_atr': -1.5694, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.63, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': -0.21, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 80.82}",0.0,0.25,90.2,20318709760,107134834.999,2026-01-12T00:00:00Z,57.014590347923665,1.6318181818181838,0.8925821087963934,2.4970273483947705
EPAM,"EPAM Systems, Inc.",NYSE,Technology,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 4.58, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.95, 'rsi14': 52.73, 'ma10': 211.0, 'ma20': 209.91, 'ma50': 194.16, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 52.81, 'breakout': {'score': 0.0, 'donchian20_prev': 221.99, 'donchian55_prev': 221.99, 'atr14': 5.9423, 'vol_ratio_3_20': 0.9544, 'breakout_strength_atr': -1.7115, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.81, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.9, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 171.4}",0.0,0.25,211.82,12153623552,146113685.55549997,2026-01-12T00:00:00Z,52.733649680214576,2.8053401135735174,0.9543824580640715,4.58128744538043
EXPE,"Expedia Group, Inc.",NASDAQ,Consumer Cyclical,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 4.04, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.92, 'rsi14': 52.81, 'ma10': 291.11, 'ma20': 288.15, 'ma50': 265.54, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 38.85, 'breakout': {'score': 0.0, 'donchian20_prev': 303.8, 'donchian55_prev': 303.8, 'atr14': 6.0755, 'vol_ratio_3_20': 0.9233, 'breakout_strength_atr': -2.0196, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.08, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.68, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 206.42}",0.0,0.25,291.53,33544245248,419220438.5289999,2026-01-12T00:00:00Z,52.80926564810248,2.0840001764091913,0.9232752889717775,4.038841342988821
