ticker,name,exchange,sector,technical_score,technical_evidence,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc
GD,General Dynamics Corporation,NYSE,Industrials,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.83, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.59, 'rsi14': 65.01, 'above_ma10_ma20_ma50': True, 'ma10': 348.82, 'ma20': 344.68, 'ma50': 342.88, 'realized_vol_5d_ann_pct': 40.69}",360.94000244140625,97497276416,449240811.1645508,2026-01-12T00:00:00Z
IBP,"Installed Building Products, Inc.",NYSE,Consumer Cyclical,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 0.44, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.69, 'rsi14': 69.3, 'above_ma10_ma20_ma50': True, 'ma10': 273.9, 'ma20': 269.96, 'ma50': 263.45, 'realized_vol_5d_ann_pct': 90.66}",302.9700012207031,8172723712,74394128.30215454,2026-01-12T00:00:00Z
WMT,Walmart Inc.,NASDAQ,Consumer Defensive,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 0.73, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.53, 'rsi14': 61.2, 'above_ma10_ma20_ma50': True, 'ma10': 113.4, 'ma20': 113.73, 'ma50': 109.51, 'realized_vol_5d_ann_pct': 25.83}",117.97000122070312,940557271040,2362604259.4314575,2026-01-12T00:00:00Z
NOC,Northrop Grumman Corporation,NYSE,Industrials,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.81, 'resistance_level': None, 'volume_ratio_3d_to_20d': 2.35, 'rsi14': 68.58, 'above_ma10_ma20_ma50': True, 'ma10': 594.61, 'ma20': 583.85, 'ma50': 571.55, 'realized_vol_5d_ann_pct': 61.13}",629.3200073242188,90107912192,526433098.31207275,2026-01-12T00:00:00Z
CADE,Cadence Bank,NYSE,Financial Services,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.93, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.69, 'rsi14': 53.53, 'above_ma10_ma20_ma50': True, 'ma10': 44.19, 'ma20': 43.9, 'ma50': 41.16, 'realized_vol_5d_ann_pct': 30.92}",44.209999084472656,8236632576,91609285.17177582,2026-01-12T00:00:00Z
AKAM,"Akamai Technologies, Inc.",NASDAQ,Technology,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.84, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.8, 'rsi14': 55.65, 'above_ma10_ma20_ma50': True, 'ma10': 87.65, 'ma20': 87.92, 'ma50': 85.98, 'realized_vol_5d_ann_pct': 44.88}",91.2699966430664,13130578944,209831494.94033813,2026-01-12T00:00:00Z
F,Ford Motor Company,NYSE,Consumer Cyclical,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.24, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.81, 'rsi14': 62.39, 'above_ma10_ma20_ma50': True, 'ma10': 13.66, 'ma20': 13.56, 'ma50': 13.29, 'realized_vol_5d_ann_pct': 42.78}",14.029999732971191,55902515200,698493371.01758,2026-01-12T00:00:00Z
MLM,"Martin Marietta Materials, Inc.",NYSE,Basic Materials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 0.77, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.85, 'rsi14': 61.85, 'above_ma10_ma20_ma50': True, 'ma10': 640.76, 'ma20': 636.95, 'ma50': 622.2, 'realized_vol_5d_ann_pct': 45.83}",663.7100219726562,40026456064,268292469.21142578,2026-01-12T00:00:00Z
RTX,RTX Corporation,NYSE,Industrials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.45, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.58, 'rsi14': 71.81, 'above_ma10_ma20_ma50': True, 'ma10': 187.3, 'ma20': 184.71, 'ma50': 178.35, 'realized_vol_5d_ann_pct': 30.39}",193.85000610351562,259908648960,887997512.3667145,2026-01-12T00:00:00Z
EPAM,"EPAM Systems, Inc.",NYSE,Technology,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.58, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.96, 'rsi14': 52.73, 'above_ma10_ma20_ma50': True, 'ma10': 211.0, 'ma20': 209.91, 'ma50': 194.16, 'realized_vol_5d_ann_pct': 52.81}",211.82000732421875,11797720064,146242755.8103943,2026-01-12T00:00:00Z
