ticker,name,exchange,sector,technical_score,technical_evidence,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc
SATS,EchoStar Corporation,NASDAQ,Communication Services,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.41, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.38, 'rsi14': 59.21, 'above_ma10_ma20_ma50': True, 'ma10': 106.2, 'ma20': 99.88, 'ma50': 83.08, 'realized_vol_5d_ann_pct': 24.22}",108.69999694824219,34545160192,609311346.8299103,2025-12-31T00:00:00Z
MU,"Micron Technology, Inc.",NASDAQ,Technology,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.49, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.83, 'rsi14': 59.01, 'above_ma10_ma20_ma50': True, 'ma10': 273.67, 'ma20': 258.37, 'ma50': 240.0, 'realized_vol_5d_ann_pct': 43.51}",285.4100036621094,388401987584,6971401307.616501,2025-12-31T00:00:00Z
SPHR,Sphere Entertainment Co.,NYSE,Communication Services,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.18, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.69, 'rsi14': 68.21, 'above_ma10_ma20_ma50': True, 'ma10': 93.04, 'ma20': 89.65, 'ma50': 80.35, 'realized_vol_5d_ann_pct': 33.46}",95.08000183105469,3429304320,65489148.67324829,2025-12-31T00:00:00Z
TARS,"Tarsus Pharmaceuticals, Inc.",NASDAQ,Healthcare,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.95, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.52, 'rsi14': 52.46, 'above_ma10_ma20_ma50': True, 'ma10': 81.12, 'ma20': 81.08, 'ma50': 76.34, 'realized_vol_5d_ann_pct': 9.8}",81.87999725341797,3263062784,53904061.28883362,2025-12-31T00:00:00Z
ZETA,Zeta Global Holdings Corp.,NYSE,Technology,6.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 23.5, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.39, 'rsi14': 55.34, 'above_ma10_ma20_ma50': True, 'ma10': 19.13, 'ma20': 18.95, 'ma50': 18.54, 'realized_vol_5d_ann_pct': 67.96}",20.350000381469727,6000358912,100450854.31282997,2025-12-31T00:00:00Z
CENX,Century Aluminum Company,NASDAQ,Basic Materials,6.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.04, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.77, 'rsi14': 81.19, 'above_ma10_ma20_ma50': True, 'ma10': 37.57, 'ma20': 34.36, 'ma50': 31.28, 'realized_vol_5d_ann_pct': 33.72}",39.18000030517578,4264794368,62205386.00564957,2025-12-31T00:00:00Z
CYTK,"Cytokinetics, Incorporated",NASDAQ,Healthcare,6.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 10.48, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.85, 'rsi14': 57.85, 'above_ma10_ma20_ma50': True, 'ma10': 62.76, 'ma20': 62.94, 'ma50': 63.0, 'realized_vol_5d_ann_pct': 37.42}",63.540000915527344,7642780672,132878590.38988113,2025-12-31T00:00:00Z
SNDK,Sandisk Corporation,NASDAQ,Technology,6.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 16.64, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.71, 'rsi14': 51.98, 'above_ma10_ma20_ma50': True, 'ma10': 237.18, 'ma20': 227.24, 'ma50': 219.71, 'realized_vol_5d_ann_pct': 27.63}",237.3800048828125,55310639104,1741776177.6994324,2025-12-31T00:00:00Z
SOC,Sable Offshore Corp.,NYSE,Energy,6.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 74.23, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.74, 'rsi14': 67.72, 'above_ma10_ma20_ma50': True, 'ma10': 8.42, 'ma20': 6.98, 'ma50': 7.23, 'realized_vol_5d_ann_pct': 108.91}",9.020000457763672,1423524736,91408006.6554308,2025-12-31T00:00:00Z
TE,T1 Energy Inc.,NYSE,Industrials,6.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 13.7, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.63, 'rsi14': 55.88, 'above_ma10_ma20_ma50': True, 'ma10': 6.57, 'ma20': 6.09, 'ma50': 4.65, 'realized_vol_5d_ann_pct': 54.2}",6.679999828338623,1473818752,124065083.5190463,2025-12-31T00:00:00Z
TGT,Target Corporation,NYSE,Consumer Defensive,6.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 25.78, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.78, 'rsi14': 59.28, 'above_ma10_ma20_ma50': True, 'ma10': 97.45, 'ma20': 95.99, 'ma50': 92.95, 'realized_vol_5d_ann_pct': 31.11}",97.75,47948193792,689398221.8886185,2025-12-31T00:00:00Z
CDTX,"Cidara Therapeutics, Inc.",NCM,Healthcare,6.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 0.14, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.95, 'rsi14': 69.03, 'above_ma10_ma20_ma50': True, 'ma10': 220.69, 'ma20': 220.49, 'ma50': 177.79, 'realized_vol_5d_ann_pct': 2.02}",220.88999938964844,6961583616,196467502.6893379,2025-12-31T00:00:00Z
DECK,Deckers Outdoor Corporation,NYSE,Consumer Cyclical,6.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 34.39, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.75, 'rsi14': 58.24, 'above_ma10_ma20_ma50': True, 'ma10': 102.14, 'ma20': 101.29, 'ma50': 92.04, 'realized_vol_5d_ann_pct': 20.18}",103.66999816894531,15392107520,301330693.1230545,2025-12-31T00:00:00Z
TMO,Thermo Fisher Scientific Inc.,NYSE,Healthcare,6.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.8, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.56, 'rsi14': 54.8, 'above_ma10_ma20_ma50': True, 'ma10': 575.63, 'ma20': 574.35, 'ma50': 574.33, 'realized_vol_5d_ann_pct': 8.69}",579.4500122070312,232510685184,836504022.0993042,2025-12-31T00:00:00Z
CAPR,"Capricor Therapeutics, Inc.",NCM,Healthcare,6.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 28.51, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.21, 'rsi14': 50.94, 'above_ma10_ma20_ma50': True, 'ma10': 28.58, 'ma20': 27.92, 'ma50': 14.72, 'realized_vol_5d_ann_pct': 36.99}",28.860000610351562,1296878976,142585583.75528336,2025-12-31T00:00:00Z
BTSG,"BrightSpring Health Services, Inc.",NASDAQ,Healthcare,6.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.52, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.75, 'rsi14': 67.44, 'above_ma10_ma20_ma50': True, 'ma10': 37.39, 'ma20': 36.5, 'ma50': 34.73, 'realized_vol_5d_ann_pct': 5.37}",37.45000076293945,6768621568,67609108.34226608,2025-12-31T00:00:00Z
