ticker,name,exchange,sector,technical_score,technical_evidence,breakout_score,momentum_adj,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc
MS,Morgan Stanley,NYSE,Financial Services,10.0,"{'dist_to_52w_high_pct': 0.48, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.76, 'rsi14': 63.31, 'ma10': 185.33, 'ma20': 181.87, 'ma50': 173.97, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 48.19, 'breakout': {'score': 8.0, 'donchian20_prev': 188.82, 'donchian55_prev': 188.82, 'atr14': 3.8468, 'vol_ratio_3_20': 1.7554, 'breakout_strength_atr': 0.6265, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 2.01, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.76, 'extension_adj': 0.0}, 'data_gaps': []}",8.0,0.25,191.23,300522504192,967300858.4699999,2026-01-15T00:00:00Z
DAL,"Delta Air Lines, Inc.",NYSE,Industrials,10.0,"{'dist_to_52w_high_pct': 2.49, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.65, 'rsi14': 51.38, 'ma10': 70.85, 'ma20': 70.61, 'ma50': 65.84, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 43.24, 'breakout': {'score': 2.0, 'donchian20_prev': 73.16, 'donchian55_prev': 73.16, 'atr14': 2.0154, 'vol_ratio_3_20': 1.6514, 'breakout_strength_atr': -0.9031, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.83, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.02, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,71.34,45988167680,514125203.82750005,2026-01-15T00:00:00Z
CADE,Cadence Bank,NYSE,Financial Services,10.0,"{'dist_to_52w_high_pct': 3.52, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.71, 'rsi14': 53.25, 'ma10': 44.38, 'ma20': 43.97, 'ma50': 41.53, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 28.84, 'breakout': {'score': 2.0, 'donchian20_prev': 46.02, 'donchian55_prev': 46.02, 'atr14': 1.0014, 'vol_ratio_3_20': 1.7078, 'breakout_strength_atr': -1.6177, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.26, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': -1.23, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,44.4,8290661888,100060601.67700002,2026-01-15T00:00:00Z
XYL,Xylem Inc.,NYSE,Industrials,9.25,"{'dist_to_52w_high_pct': 6.13, 'within_5pct_52w_high': False, 'volume_ratio_3d_to_20d': 1.53, 'rsi14': 66.19, 'ma10': 140.15, 'ma20': 139.03, 'ma50': 141.07, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 26.61, 'breakout': {'score': 10.0, 'donchian20_prev': 141.85, 'donchian55_prev': 154.27, 'atr14': 2.3373, 'vol_ratio_3_20': 1.5343, 'breakout_strength_atr': 1.2664, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 1.61, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.72, 'extension_adj': 0.0}, 'data_gaps': []}",10.0,0.25,144.81,35578134528,145497837.02350003,2026-01-15T00:00:00Z
GS,"The Goldman Sachs Group, Inc.",NYSE,Financial Services,8.85,"{'dist_to_52w_high_pct': 0.55, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.28, 'rsi14': 65.98, 'ma10': 942.93, 'ma20': 917.28, 'ma50': 860.44, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 36.19, 'breakout': {'score': 6.0, 'donchian20_prev': 961.69, 'donchian55_prev': 961.69, 'atr14': 22.4644, 'vol_ratio_3_20': 1.2761, 'breakout_strength_atr': 0.6308, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 2.3, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.91, 'extension_adj': 0.0}, 'data_gaps': []}",6.0,0.25,975.86,291217702912,1985581602.1815002,2026-01-15T00:00:00Z
STE,STERIS plc,NYSE,Healthcare,8.85,"{'dist_to_52w_high_pct': 0.41, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.85, 'rsi14': 67.17, 'ma10': 259.67, 'ma20': 257.05, 'ma50': 258.31, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 22.62, 'breakout': {'score': 6.0, 'donchian20_prev': 264.45, 'donchian55_prev': 268.6, 'atr14': 5.5323, 'vol_ratio_3_20': 0.8498, 'breakout_strength_atr': 0.6887, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 2.06, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.41, 'extension_adj': 0.0}, 'data_gaps': []}",6.0,0.25,268.26,26459500544,127963988.7905,2026-01-15T00:00:00Z
CBRE,"CBRE Group, Inc.",NYSE,Real Estate,8.85,"{'dist_to_52w_high_pct': 0.24, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.03, 'rsi14': 63.19, 'ma10': 165.64, 'ma20': 164.22, 'ma50': 159.45, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 28.96, 'breakout': {'score': 6.0, 'donchian20_prev': 169.09, 'donchian55_prev': 169.09, 'atr14': 3.2706, 'vol_ratio_3_20': 1.0252, 'breakout_strength_atr': 0.532, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 1.91, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.53, 'extension_adj': 0.0}, 'data_gaps': []}",6.0,0.25,170.83,51063980032,212519143.9615,2026-01-15T00:00:00Z
OSIS,"OSI Systems, Inc.",NASDAQ,Technology,8.65,"{'dist_to_52w_high_pct': 0.83, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.72, 'rsi14': 61.47, 'ma10': 276.6, 'ma20': 271.48, 'ma50': 268.92, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 46.54, 'breakout': {'score': 4.0, 'donchian20_prev': 289.455, 'donchian55_prev': 292.34, 'atr14': 11.1665, 'vol_ratio_3_20': 0.722, 'breakout_strength_atr': 0.1204, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 3.84, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.04, 'extension_adj': 0.0}, 'data_gaps': []}",4.0,0.25,290.8,4957368832,69776155.94600001,2026-01-15T00:00:00Z
IVZ,Invesco Ltd.,NYSE,Financial Services,8.65,"{'dist_to_52w_high_pct': 0.2, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.36, 'rsi14': 67.58, 'ma10': 28.26, 'ma20': 27.53, 'ma50': 25.68, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 32.98, 'breakout': {'score': 4.0, 'donchian20_prev': 29.05, 'donchian55_prev': 29.05, 'atr14': 0.7031, 'vol_ratio_3_20': 1.3566, 'breakout_strength_atr': 0.4835, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 2.39, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.66, 'extension_adj': 0.0}, 'data_gaps': []}",4.0,0.25,29.39,13129174016,141294282.7505,2026-01-15T00:00:00Z
NUE,Nucor Corporation,NYSE,Basic Materials,8.65,"{'dist_to_52w_high_pct': 0.65, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.97, 'rsi14': 63.05, 'ma10': 168.59, 'ma20': 165.84, 'ma50': 158.88, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 29.41, 'breakout': {'score': 4.0, 'donchian20_prev': 173.59, 'donchian55_prev': 173.59, 'atr14': 4.2439, 'vol_ratio_3_20': 0.9686, 'breakout_strength_atr': 0.2828, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 2.43, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.7, 'extension_adj': 0.0}, 'data_gaps': []}",4.0,0.25,174.79,39910662144,270644070.4109999,2026-01-15T00:00:00Z
