ticker,stage,reason
AAMI,filters,rvol 0.71 < 1.3
AAOI,filters,price 5.91 < 8.0
AAP,filters,avg_vol_20d 191661 < 1000000
AARD,filters,adv20 9876378 < 30000000
AAT,filters,avg_vol_20d 635345 < 1000000
ABAT,filters,avg_vol_20d 93567 < 1000000
ABCB,filters,price 0.81 < 8.0
ABEO,filters,avg_vol_20d 137683 < 1000000
ABG,filters,price 5.18 < 8.0
ABL,filters,price 4.86 < 8.0
ABM,filters,avg_vol_20d 10508 < 1000000
ABR,filters,avg_vol_20d 82024 < 1000000
ABSI,filters,avg_vol_20d 147569 < 1000000
ABTC,filters,avg_vol_20d 590682 < 1000000
ABUS,filters,price 7.11 < 8.0
ACA,filters,avg_vol_20d 821184 < 1000000
ACAD,filters,avg_vol_20d 164504 < 1000000
ACCO,filters,avg_vol_20d 543523 < 1000000
ACDC,filters,price 4.30 < 8.0
ACEL,filters,avg_vol_20d 819131 < 1000000
ACHR,filters,price 0.81 < 8.0
ACIC,filters,avg_vol_20d 51688 < 1000000
ACIW,filters,rvol 1.28 < 1.3
ACLS,filters,rvol 0.89 < 1.3
ACLX,filters,avg_vol_20d 250815 < 1000000
ACMR,filters,rvol 0.89 < 1.3
ACNB,filters,avg_vol_20d 87860 < 1000000
ACNT,filters,price 5.54 < 8.0
ACR,filters,rvol 0.47 < 1.3
ACRE,filters,avg_vol_20d 68364 < 1000000
ACRS,filters,atr_pct 0.25 < 2.5
ACT,filters,avg_vol_20d 836978 < 1000000
ACTG,filters,price 0.82 < 8.0
ACTU,filters,avg_vol_20d 543523 < 1000000
ACU,filters,avg_vol_20d 255404 < 1000000
ACVA,filters,price 4.86 < 8.0
ADAM,filters,avg_vol_20d 958865 < 1000000
ADCT,filters,avg_vol_20d 271182 < 1000000
ADEA,filters,avg_vol_20d 253562 < 1000000
ADMA,filters,price 2.65 < 8.0
ADNT,filters,adv20 25412381 < 30000000
ADPT,filters,price 4.82 < 8.0
ADTN,filters,price 2.78 < 8.0
ADUS,filters,avg_vol_20d 808539 < 1000000
ADV,filters,avg_vol_20d 71172 < 1000000
AEBI,filters,price 7.94 < 8.0
AEHR,filters,rvol 0.82 < 1.3
AEIS,filters,rvol 1.05 < 1.3
AEO,filters,avg_vol_20d 114792 < 1000000
AEVA,filters,adv20 24048142 < 30000000
AEYE,filters,avg_vol_20d 882629 < 1000000
AFCG,filters,avg_vol_20d 650744 < 1000000
AFRI,filters,adv20 27502764 < 30000000
AGIO,filters,rvol 0.54 < 1.3
AGL,filters,rvol 1.03 < 1.3
AGM,filters,avg_vol_20d 634209 < 1000000
