ticker,stage,reason
AAMI,filters,avg_vol_20d 330049 < 1000000
AAOI,filters,avg_vol_20d 747713 < 1000000
AAP,filters,rvol 0.70 < 1.8
AARD,filters,rvol 0.74 < 1.8
AAT,filters,avg_vol_20d 568645 < 1000000
ABAT,filters,avg_vol_20d 11263 < 1000000
ABCB,filters,avg_vol_20d 825020 < 1000000
ABEO,filters,rvol 1.05 < 1.8
ABG,filters,rvol 0.53 < 1.8
ABL,filters,adv20 74592586 < 75000000
ABM,filters,avg_vol_20d 123463 < 1000000
ABR,filters,avg_vol_20d 52095 < 1000000
ABSI,filters,avg_vol_20d 826572 < 1000000
ABTC,filters,price 4.57 < 8.0
ABUS,filters,avg_vol_20d 242504 < 1000000
ACA,filters,rvol 0.70 < 1.8
ACAD,filters,avg_vol_20d 992723 < 1000000
ACCO,filters,avg_vol_20d 91345 < 1000000
ACDC,filters,avg_vol_20d 27683 < 1000000
ACEL,filters,rvol 0.77 < 1.8
ACHR,filters,rvol 0.78 < 1.8
ACIC,filters,price 6.55 < 8.0
ACIW,filters,avg_vol_20d 106090 < 1000000
ACLS,filters,price 5.11 < 8.0
ACLX,filters,price 3.74 < 8.0
ACMR,filters,avg_vol_20d 420482 < 1000000
ACNB,filters,avg_vol_20d 253872 < 1000000
ACNT,filters,price 3.47 < 8.0
ACR,filters,price 5.11 < 8.0
ACRE,filters,adv20 16820428 < 75000000
ACRS,filters,rvol 0.93 < 1.8
ACT,filters,adv20 49584502 < 75000000
ACTG,filters,avg_vol_20d 113417 < 1000000
ACTU,filters,rvol 0.52 < 1.8
ACU,filters,price 5.64 < 8.0
ACVA,filters,avg_vol_20d 369359 < 1000000
ADAM,filters,price 6.76 < 8.0
ADCT,filters,price 6.30 < 8.0
ADEA,filters,avg_vol_20d 266356 < 1000000
ADMA,filters,rvol 0.45 < 1.8
ADNT,filters,avg_vol_20d 773547 < 1000000
ADPT,filters,rvol 1.68 < 1.8
ADTN,filters,avg_vol_20d 27683 < 1000000
ADUS,filters,rvol 1.02 < 1.8
ADV,filters,avg_vol_20d 208046 < 1000000
AEBI,filters,adv20 39069601 < 75000000
AEHR,data,empty_or_short_history
AEIS,filters,avg_vol_20d 70422 < 1000000
AEO,filters,avg_vol_20d 285584 < 1000000
AESI,filters,rvol 0.71 < 1.8
AEVA,filters,avg_vol_20d 533729 < 1000000
AEYE,filters,price 5.04 < 8.0
AFCG,filters,price 4.00 < 8.0
AFRI,filters,rvol 0.69 < 1.8
AGIO,filters,avg_vol_20d 280481 < 1000000
AGL,filters,adv20 31263957 < 75000000
AGM,filters,avg_vol_20d 774018 < 1000000
AGYS,filters,avg_vol_20d 855621 < 1000000
AHCO,filters,avg_vol_20d 320314 < 1000000
AHH,filters,price 0.89 < 8.0
AHL,filters,avg_vol_20d 30812 < 1000000
AHR,filters,price 5.33 < 8.0
AI,filters,avg_vol_20d 159015 < 1000000
AII,filters,avg_vol_20d 697105 < 1000000
AIN,filters,rvol 0.93 < 1.8
AIOT,filters,price 4.44 < 8.0
AIP,filters,avg_vol_20d 158004 < 1000000
AIR,filters,rvol 0.55 < 1.8
AIRJ,filters,avg_vol_20d 643330 < 1000000
AIRO,filters,rvol 1.68 < 1.8
