ticker,stage,reason
BLMN,filters,"$ADV20 $5,094,011 < $75,000,000"
ALX,filters,"$ADV20 $17,051,740 < $75,000,000"
LBRT,filters,"$ADV20 $17,051,740 < $75,000,000"
ZBH,filters,"$ADV20 $17,051,740 < $75,000,000"
MITK,filters,"$ADV20 $17,051,740 < $75,000,000"
DLX,filters,"$ADV20 $17,051,740 < $75,000,000"
LFCR,filters,"$ADV20 $17,051,740 < $75,000,000"
CPT,filters,"$ADV20 $17,051,740 < $75,000,000"
EVEX,filters,"$ADV20 $17,051,740 < $75,000,000"
BOC,filters,"$ADV20 $1,058,967 < $75,000,000"
SKYX,filters,"$ADV20 $1,058,967 < $75,000,000"
EXC,filters,"$ADV20 $1,058,967 < $75,000,000"
CTVA,filters,"$ADV20 $1,058,967 < $75,000,000"
TNC,filters,"$ADV20 $1,058,967 < $75,000,000"
SWKH,filters,"$ADV20 $1,058,967 < $75,000,000"
NUAI,filters,"$ADV20 $1,058,967 < $75,000,000"
ROCK,scoring,tech_score_below_min_6.5
SI,filters,"$ADV20 $1,720,751 < $75,000,000"
SMBK,filters,"$ADV20 $1,720,751 < $75,000,000"
TVRD,filters,"$ADV20 $1,720,751 < $75,000,000"
IDYA,filters,"$ADV20 $1,720,751 < $75,000,000"
MXCT,filters,"$ADV20 $1,720,751 < $75,000,000"
BXP,filters,"$ADV20 $1,720,751 < $75,000,000"
LOCO,filters,"Price $2.02 < $5.00; $ADV20 $2,013,448 < $75,000,000"
RC,scoring,tech_score_below_min_6.5
TKNO,scoring,tech_score_below_min_6.5
VSTM,scoring,tech_score_below_min_6.5
NDSN,scoring,tech_score_below_min_6.5
RKLB,scoring,tech_score_below_min_6.5
MA,filters,"$ADV20 $11,767,097 < $75,000,000"
AI,filters,"$ADV20 $11,767,097 < $75,000,000"
XYZ,filters,"$ADV20 $13,152,893 < $75,000,000"
AEYE,filters,"$ADV20 $24,726,137 < $75,000,000; 5d return 18.2% > 15.0% (avoiding chased names)"
FSP,filters,"$ADV20 $13,152,893 < $75,000,000"
KMB,filters,"$ADV20 $24,726,137 < $75,000,000; 5d return 18.2% > 15.0% (avoiding chased names)"
ATO,filters,"$ADV20 $13,152,893 < $75,000,000"
FUN,filters,"$ADV20 $13,152,893 < $75,000,000"
YELP,filters,"Price $3.74 < $5.00; $ADV20 $221,961 < $75,000,000"
ACLX,filters,"Price $3.74 < $5.00; $ADV20 $221,961 < $75,000,000"
NNOX,filters,"$ADV20 $27,744,271 < $75,000,000"
AGYS,filters,"$ADV20 $27,744,271 < $75,000,000"
IQV,filters,"$ADV20 $27,744,271 < $75,000,000"
IBP,filters,"$ADV20 $27,744,271 < $75,000,000"
SLS,filters,"$ADV20 $27,744,271 < $75,000,000"
ATEX,filters,"$ADV20 $3,083,031 < $75,000,000"
MPX,scoring,tech_score_below_min_6.5
SLND,scoring,tech_score_below_min_6.5
JJSF,filters,"$ADV20 $1,358,787 < $75,000,000"
HTBK,filters,"$ADV20 $1,358,787 < $75,000,000"
BLZE,filters,"$ADV20 $1,358,787 < $75,000,000"
PLUS,filters,"Price $0.75 < $5.00; $ADV20 $446,805 < $75,000,000"
BHRB,filters,"$ADV20 $1,358,787 < $75,000,000"
JBTM,filters,"Price $2.26 < $5.00; $ADV20 $812,889 < $75,000,000"
UCTT,filters,"Price $2.26 < $5.00; $ADV20 $812,889 < $75,000,000"
TFC,filters,"Price $2.26 < $5.00; $ADV20 $812,889 < $75,000,000"
HWC,filters,"$ADV20 $9,966,876 < $75,000,000"
NESR,filters,"$ADV20 $9,966,876 < $75,000,000"
GTY,scoring,tech_score_below_min_6.5
NB,scoring,tech_score_below_min_6.5
CDRE,scoring,tech_score_below_min_6.5
BXC,scoring,tech_score_below_min_6.5
MTH,scoring,tech_score_below_min_6.5
INVX,scoring,tech_score_below_min_6.5
EAT,scoring,tech_score_below_min_6.5
KYMR,scoring,tech_score_below_min_6.5
EYE,scoring,tech_score_below_min_6.5
HRMY,filters,"Price $0.75 < $5.00; $ADV20 $446,805 < $75,000,000"
ULTA,filters,"Price $0.75 < $5.00; $ADV20 $446,805 < $75,000,000"
PLD,filters,"Price $0.75 < $5.00; $ADV20 $446,805 < $75,000,000"
BFST,filters,"Price $0.75 < $5.00; $ADV20 $446,805 < $75,000,000"
BHB,filters,"Price $0.75 < $5.00; $ADV20 $446,805 < $75,000,000"
EU,filters,"Price $0.75 < $5.00; $ADV20 $446,805 < $75,000,000"
NREF,scoring,tech_score_below_min_6.5
TDUP,filters,"$ADV20 $43,068,941 < $75,000,000"
MRVI,filters,"$ADV20 $43,068,941 < $75,000,000"
EPM,filters,"$ADV20 $43,068,941 < $75,000,000"
CPSS,filters,5d return 62.0% > 15.0% (avoiding chased names)
GEVO,filters,"Price $2.43 < $5.00; $ADV20 $3,286,276 < $75,000,000"
BNED,filters,"Price $2.43 < $5.00; $ADV20 $3,286,276 < $75,000,000"
AON,filters,"Price $2.43 < $5.00; $ADV20 $3,286,276 < $75,000,000"
TMO,scoring,tech_score_below_min_6.5
THR,scoring,tech_score_below_min_6.5
IFF,scoring,tech_score_below_min_6.5
HLLY,scoring,tech_score_below_min_6.5
VCEL,filters,"Price $4.74 < $5.00; $ADV20 $21,839,800 < $75,000,000; 5d return 29.5% > 15.0% (avoiding chased names)"
HUT,filters,"Price $4.74 < $5.00; $ADV20 $21,839,800 < $75,000,000; 5d return 29.5% > 15.0% (avoiding chased names)"
EVGO,filters,"Price $4.74 < $5.00; $ADV20 $21,839,800 < $75,000,000; 5d return 29.5% > 15.0% (avoiding chased names)"
CATY,filters,"Price $1.27 < $5.00; $ADV20 $248,742 < $75,000,000"
RLAY,filters,"Price $1.27 < $5.00; $ADV20 $248,742 < $75,000,000"
MWA,filters,"Price $1.27 < $5.00; $ADV20 $248,742 < $75,000,000"
ESQ,filters,"Price $1.27 < $5.00; $ADV20 $248,742 < $75,000,000"
