ticker,name,exchange,sector,technical_score,technical_evidence,breakout_score,momentum_adj,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc
FCBC,"First Community Bankshares, Inc.",NASDAQ,Financial Services,10.0,"{'dist_to_52w_high_pct': 2.47, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 3.32, 'rsi14': 68.55, 'ma10': 262.26, 'ma20': 249.67, 'ma50': 233.79, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 101.11, 'breakout': {'score': 6.0, 'donchian20_prev': 285.97, 'donchian55_prev': 285.97, 'atr14': 20.3114, 'vol_ratio_3_20': 3.3219, 'breakout_strength_atr': 0.1827, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 7.01, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.13, 'extension_adj': 0.0}, 'data_gaps': []}",6.0,0.25,289.67999267578125,747876032,1070670409.7870758,2026-02-09T00:00:00Z
NTLA,"Intellia Therapeutics, Inc.",NGM,Healthcare,8.85,"{'dist_to_52w_high_pct': 1.25, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.95, 'rsi14': 66.88, 'ma10': 1181.09, 'ma20': 1142.49, 'ma50': 1041.49, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 87.84, 'breakout': {'score': 6.0, 'donchian20_prev': 1230.49, 'donchian55_prev': 1230.49, 'atr14': 58.6436, 'vol_ratio_3_20': 0.9506, 'breakout_strength_atr': 0.9065, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 4.57, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 2.0, 'extension_adj': 0.0}, 'data_gaps': []}",6.0,0.25,1283.6500244140625,1446715776,437142983.8572815,2026-02-09T00:00:00Z
LEG,"Leggett & Platt, Incorporated",NYSE,Consumer Cyclical,8.85,"{'dist_to_52w_high_pct': 1.71, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.26, 'rsi14': 66.5, 'ma10': 380.52, 'ma20': 373.05, 'ma50': 358.45, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 83.54, 'breakout': {'score': 6.0, 'donchian20_prev': 402.33, 'donchian55_prev': 402.33, 'atr14': 19.5128, 'vol_ratio_3_20': 1.2578, 'breakout_strength_atr': 0.6637, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 4.7, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.76, 'extension_adj': 0.0}, 'data_gaps': []}",6.0,0.25,415.2799987792969,1713268992,149363727.0085907,2026-02-09T00:00:00Z
LEGH,Legacy Housing Corporation,NASDAQ,Consumer Cyclical,8.85,"{'dist_to_52w_high_pct': 1.71, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.26, 'rsi14': 66.5, 'ma10': 380.52, 'ma20': 373.05, 'ma50': 358.45, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 83.54, 'breakout': {'score': 6.0, 'donchian20_prev': 402.33, 'donchian55_prev': 402.33, 'atr14': 19.5128, 'vol_ratio_3_20': 1.2578, 'breakout_strength_atr': 0.6637, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 4.7, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.76, 'extension_adj': 0.0}, 'data_gaps': []}",6.0,0.25,415.2799987792969,489308928,149363727.0085907,2026-02-09T00:00:00Z
LEN,Lennar Corporation,NYSE,Consumer Cyclical,8.85,"{'dist_to_52w_high_pct': 1.71, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.26, 'rsi14': 66.5, 'ma10': 380.52, 'ma20': 373.05, 'ma50': 358.45, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 83.54, 'breakout': {'score': 6.0, 'donchian20_prev': 402.33, 'donchian55_prev': 402.33, 'atr14': 19.5128, 'vol_ratio_3_20': 1.2578, 'breakout_strength_atr': 0.6637, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 4.7, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.76, 'extension_adj': 0.0}, 'data_gaps': []}",6.0,0.25,415.2799987792969,28176248832,149363727.0085907,2026-02-09T00:00:00Z
NTST,NETSTREIT Corp.,NYSE,Real Estate,8.85,"{'dist_to_52w_high_pct': 1.25, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.95, 'rsi14': 66.88, 'ma10': 1181.09, 'ma20': 1142.49, 'ma50': 1041.49, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 87.84, 'breakout': {'score': 6.0, 'donchian20_prev': 1230.49, 'donchian55_prev': 1230.49, 'atr14': 58.6436, 'vol_ratio_3_20': 0.9506, 'breakout_strength_atr': 0.9065, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 4.57, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 2.0, 'extension_adj': 0.0}, 'data_gaps': []}",6.0,0.25,1283.6500244140625,1832833664,437142983.8572815,2026-02-09T00:00:00Z
NU,Nu Holdings Ltd.,NYSE,Financial Services,8.85,"{'dist_to_52w_high_pct': 1.25, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.95, 'rsi14': 66.88, 'ma10': 1181.09, 'ma20': 1142.49, 'ma50': 1041.49, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 87.84, 'breakout': {'score': 6.0, 'donchian20_prev': 1230.49, 'donchian55_prev': 1230.49, 'atr14': 58.6436, 'vol_ratio_3_20': 0.9506, 'breakout_strength_atr': 0.9065, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 4.57, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 2.0, 'extension_adj': 0.0}, 'data_gaps': []}",6.0,0.25,1283.6500244140625,85039849472,437142983.8572815,2026-02-09T00:00:00Z
NUAI,"New Era Energy & Digital, Inc.",NGM,Technology,8.85,"{'dist_to_52w_high_pct': 1.25, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.95, 'rsi14': 66.88, 'ma10': 1181.09, 'ma20': 1142.49, 'ma50': 1041.49, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 87.84, 'breakout': {'score': 6.0, 'donchian20_prev': 1230.49, 'donchian55_prev': 1230.49, 'atr14': 58.6436, 'vol_ratio_3_20': 0.9506, 'breakout_strength_atr': 0.9065, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 4.57, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 2.0, 'extension_adj': 0.0}, 'data_gaps': []}",6.0,0.25,1283.6500244140625,271921248,437142983.8572815,2026-02-09T00:00:00Z
NTRS,Northern Trust Corporation,NASDAQ,Financial Services,8.85,"{'dist_to_52w_high_pct': 1.25, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.95, 'rsi14': 66.88, 'ma10': 1181.09, 'ma20': 1142.49, 'ma50': 1041.49, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 87.84, 'breakout': {'score': 6.0, 'donchian20_prev': 1230.49, 'donchian55_prev': 1230.49, 'atr14': 58.6436, 'vol_ratio_3_20': 0.9506, 'breakout_strength_atr': 0.9065, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 4.57, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 2.0, 'extension_adj': 0.0}, 'data_gaps': []}",6.0,0.25,1283.6500244140625,29275369472,437142983.8572815,2026-02-09T00:00:00Z
NUE,Nucor Corporation,NYSE,Basic Materials,8.85,"{'dist_to_52w_high_pct': 1.25, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.95, 'rsi14': 66.88, 'ma10': 1181.09, 'ma20': 1142.49, 'ma50': 1041.49, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 87.84, 'breakout': {'score': 6.0, 'donchian20_prev': 1230.49, 'donchian55_prev': 1230.49, 'atr14': 58.6436, 'vol_ratio_3_20': 0.9506, 'breakout_strength_atr': 0.9065, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 4.57, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 2.0, 'extension_adj': 0.0}, 'data_gaps': []}",6.0,0.25,1283.6500244140625,44188028928,437142983.8572815,2026-02-09T00:00:00Z
