Ticker,Last,RVOL,ATR%,RSI14,Dist_to_52W_High%,$ADV20,MA20,MA50,Above_MA20,Above_MA50,Ret20d%,Setup,Score,Is_Leveraged_ETF
GRAL,111.4,2.17,8.9,73.1,0.31,107834477.0,86.52,73.23,1,1,31.06,Breakout,28.24,False
