ticker,name,exchange,sector,technical_score,technical_evidence,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc
GH,"Guardant Health, Inc.",NASDAQ,Healthcare,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 0.1, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.5, 'rsi14': 68.16, 'above_ma10_ma20_ma50': True, 'ma10': 102.93, 'ma20': 101.98, 'ma50': 98.72, 'realized_vol_5d_ann_pct': 73.36}",112.33000183105469,14588793856,192803427.94208375,2026-01-06T00:00:00Z
VLO,Valero Energy Corporation,NYSE,Energy,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.96, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.68, 'rsi14': 65.1, 'above_ma10_ma20_ma50': True, 'ma10': 167.43, 'ma20': 167.88, 'ma50': 172.27, 'realized_vol_5d_ann_pct': 70.54}",178.27000427246094,55379886080,546488289.5014458,2026-01-06T00:00:00Z
NU,Nu Holdings Ltd.,NYSE,Financial Services,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.78, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.51, 'rsi14': 67.44, 'above_ma10_ma20_ma50': True, 'ma10': 17.0, 'ma20': 16.75, 'ma50': 16.46, 'realized_vol_5d_ann_pct': 39.29}",17.860000610351562,86541983744,611660150.8990351,2026-01-06T00:00:00Z
ROK,"Rockwell Automation, Inc.",NYSE,Industrials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 0.61, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.0, 'rsi14': 59.99, 'above_ma10_ma20_ma50': True, 'ma10': 399.13, 'ma20': 400.12, 'ma50': 387.27, 'realized_vol_5d_ann_pct': 26.51}",413.3599853515625,46475378688,284715332.65060425,2026-01-06T00:00:00Z
HUBB,Hubbell Incorporated,NYSE,Industrials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.4, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.07, 'rsi14': 68.69, 'above_ma10_ma20_ma50': True, 'ma10': 456.62, 'ma20': 449.79, 'ma50': 444.99, 'realized_vol_5d_ann_pct': 35.4}",477.4599914550781,25374492672,210939323.62877044,2026-01-06T00:00:00Z
INCY,Incyte Corporation,NASDAQ,Healthcare,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.4, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.37, 'rsi14': 69.93, 'above_ma10_ma20_ma50': True, 'ma10': 100.9, 'ma20': 99.04, 'ma50': 100.59, 'realized_vol_5d_ann_pct': 35.24}",106.66000366210938,20939780096,219504597.16648102,2026-01-06T00:00:00Z
PL,Planet Labs PBC,NYSE,Industrials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.06, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.77, 'rsi14': 68.97, 'above_ma10_ma20_ma50': True, 'ma10': 20.4, 'ma20': 18.37, 'ma50': 14.74, 'realized_vol_5d_ann_pct': 36.84}",21.84000015258789,6850437632,275856185.75280666,2026-01-06T00:00:00Z
PNC,"The PNC Financial Services Group, Inc.",NYSE,Financial Services,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 0.73, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.36, 'rsi14': 65.69, 'above_ma10_ma20_ma50': True, 'ma10': 212.93, 'ma20': 210.45, 'ma50': 196.11, 'realized_vol_5d_ann_pct': 20.64}",218.0399932861328,85675982848,400666968.3830231,2026-01-06T00:00:00Z
CTRE,"CareTrust REIT, Inc.",NYSE,Real Estate,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.33, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.97, 'rsi14': 50.97, 'above_ma10_ma20_ma50': True, 'ma10': 36.61, 'ma20': 36.61, 'ma50': 36.4, 'realized_vol_5d_ann_pct': 21.8}",36.65999984741211,8186189824,69033490.23171672,2026-01-06T00:00:00Z
PTEN,"Patterson-UTI Energy, Inc.",NASDAQ,Energy,8.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 30.62, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.63, 'rsi14': 61.29, 'above_ma10_ma20_ma50': True, 'ma10': 6.16, 'ma20': 6.14, 'ma50': 6.08, 'realized_vol_5d_ann_pct': 52.38}",6.639999866485596,2557512192,54360925.290915035,2026-01-06T00:00:00Z
