Ticker,Last,RVOL,ATR%,RSI14,Dist_to_52W_High%,$ADV20,MA20,MA50,Above_MA20,Above_MA50,Ret20d%,Setup,Score,Is_Leveraged_ETF,Ret5d%
SNDK,349.63,2.83,6.39,90.9,0.67,2125755090.0,240.38,228.43,1,1,53.03,Breakout,25.14,False,
WDC,219.38,2.11,5.16,76.0,0.84,1491176172.0,179.64,164.22,1,1,29.9,Breakout,22.72,False,
CENX,42.23,2.17,4.79,80.9,7.35,70439724.0,36.07,32.02,1,1,35.88,Breakout,21.9,False,
