ticker,name,exchange,sector,technical_score,swing_score,swing_signal,swing_regime,signal_reason,technical_evidence,breakout_score,momentum_adj,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc,rsi14,atr_pct,vol_ratio_3_20,dist_52w_high_pct
SNA,Snap-on Incorporated,NYSE,Industrials,8.57,8.87,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 0.47, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.8, 'rsi14': 57.9, 'ma10': 351.73, 'ma20': 349.85, 'ma50': 343.32, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 20.61, 'breakout': {'score': 4.0, 'donchian20_prev': 356.17, 'donchian55_prev': 357.41, 'atr14': 5.4457, 'vol_ratio_3_20': 0.7971, 'breakout_strength_atr': 0.2865, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 1.52, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.26, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 329.81}",4.0,0.25,357.73,19253499904,100326028.7105,2026-01-06T00:00:00Z,57.896174863388026,1.5222973431678333,0.7970934792394689,0.46743273698561716
MLM,"Martin Marietta Materials, Inc.",NYSE,Basic Materials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.85, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.11, 'rsi14': 56.89, 'ma10': 637.35, 'ma20': 631.76, 'ma50': 619.77, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 22.15, 'breakout': {'score': 0.0, 'donchian20_prev': 646.49, 'donchian55_prev': 646.49, 'atr14': 11.6864, 'vol_ratio_3_20': 1.1086, 'breakout_strength_atr': -0.0214, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.81, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.78, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 580.08}",0.0,0.25,646.24,39168282624,261827869.8025,2026-01-06T00:00:00Z,56.8927057773812,1.8083706186113966,1.1085517324208742,2.847714724906322
HSIC,"Henry Schein, Inc.",NASDAQ,Healthcare,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.5, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.09, 'rsi14': 57.9, 'ma10': 76.88, 'ma20': 76.51, 'ma50': 72.91, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 21.65, 'breakout': {'score': 0.0, 'donchian20_prev': 78.56, 'donchian55_prev': 78.56, 'atr14': 1.2979, 'vol_ratio_3_20': 1.0946, 'breakout_strength_atr': -0.0077, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.65, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.67, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 69.61}",0.0,0.25,78.55,9363133440,88223685.32699999,2026-01-06T00:00:00Z,57.90190735694821,1.6522688005819797,1.0945833812003327,2.4950347567030846
KEYS,"Keysight Technologies, Inc.",NYSE,Technology,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 0.44, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.81, 'rsi14': 59.82, 'ma10': 206.54, 'ma20': 206.71, 'ma50': 193.09, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 24.04, 'breakout': {'score': 0.0, 'donchian20_prev': 214.58, 'donchian55_prev': 214.58, 'atr14': 4.3854, 'vol_ratio_3_20': 0.8149, 'breakout_strength_atr': -0.2143, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.05, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.6, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 168.52}",0.0,0.25,213.64,36586737664,209157921.15500003,2026-01-06T00:00:00Z,59.81516889738687,2.0526854254152527,0.8149411383791684,0.4380650573212909
WAB,Westinghouse Air Brake Technologies Corporation,NYSE,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 0.69, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.81, 'rsi14': 59.55, 'ma10': 218.19, 'ma20': 216.12, 'ma50': 209.24, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 20.72, 'breakout': {'score': 0.0, 'donchian20_prev': 222.47, 'donchian55_prev': 222.47, 'atr14': 3.6929, 'vol_ratio_3_20': 0.8136, 'breakout_strength_atr': -0.4143, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.67, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.04, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 198.29}",0.0,0.25,220.94,39338958848,165994547.55750003,2026-01-06T00:00:00Z,59.55326460481101,1.6714330975442588,0.8135679306909961,0.6877331775070802
VMC,Vulcan Materials Company,NYSE,Basic Materials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.81, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.09, 'rsi14': 53.63, 'ma10': 292.78, 'ma20': 293.05, 'ma50': 291.1, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 26.46, 'breakout': {'score': 0.0, 'donchian20_prev': 303.75, 'donchian55_prev': 304.35, 'atr14': 5.8136, 'vol_ratio_3_20': 1.0861, 'breakout_strength_atr': -0.6708, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.94, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.38, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 277.19}",0.0,0.25,299.85,39648522240,273030033.15599996,2026-01-06T00:00:00Z,53.62949393176097,1.938826556135206,1.0860620691290517,3.814075832424452
DOV,Dover Corporation,NYSE,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 1.82, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.3, 'rsi14': 54.73, 'ma10': 199.27, 'ma20': 197.83, 'ma50': 188.59, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 28.1, 'breakout': {'score': 0.0, 'donchian20_prev': 203.685, 'donchian55_prev': 203.685, 'atr14': 3.3125, 'vol_ratio_3_20': 1.2999, 'breakout_strength_atr': -0.0558, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.63, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.38, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 178.98}",0.0,0.25,203.5,28350941184,210281041.4995,2026-01-06T00:00:00Z,54.7291487532244,1.6277711477711467,1.2999093377167463,1.8236202238517951
DAL,"Delta Air Lines, Inc.",NYSE,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 1.28, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.03, 'rsi14': 54.28, 'ma10': 70.57, 'ma20': 70.2, 'ma50': 64.15, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 29.27, 'breakout': {'score': 0.0, 'donchian20_prev': 72.85, 'donchian55_prev': 72.85, 'atr14': 1.6132, 'vol_ratio_3_20': 1.0255, 'breakout_strength_atr': -0.3905, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.23, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.73, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 55.18}",0.0,0.25,72.22,44375347200,504268430.9905,2026-01-06T00:00:00Z,54.28313796212806,2.2337698302804907,1.0254839855123663,1.2848551120831027
CTSH,Cognizant Technology Solutions Corporation,NASDAQ,Technology,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.98, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.83, 'rsi14': 52.73, 'ma10': 84.1, 'ma20': 83.71, 'ma50': 77.84, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 36.14, 'breakout': {'score': 0.0, 'donchian20_prev': 86.94, 'donchian55_prev': 86.94, 'atr14': 1.6201, 'vol_ratio_3_20': 0.8251, 'breakout_strength_atr': -1.432, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.91, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': -0.23, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 74.78}",0.0,0.25,84.62,41113169920,396697327.713,2026-01-06T00:00:00Z,52.72727272727277,1.9145423236654615,0.825053117687831,3.9773049645390017
TXT,Textron Inc.,NYSE,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 1.26, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.26, 'rsi14': 57.75, 'ma10': 89.28, 'ma20': 87.97, 'ma50': 83.99, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 22.41, 'breakout': {'score': 0.0, 'donchian20_prev': 91.22, 'donchian55_prev': 91.22, 'atr14': 1.617, 'vol_ratio_3_20': 1.2615, 'breakout_strength_atr': -0.7112, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.8, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.83, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 79.18}",0.0,0.25,90.07,16929503232,136590750.29399997,2026-01-06T00:00:00Z,57.74545454545453,1.7952306935875275,1.2614688321427234,1.2606884455163403
HLT,Hilton Worldwide Holdings Inc.,NYSE,Consumer Cyclical,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 0.56, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.27, 'rsi14': 57.85, 'ma10': 291.28, 'ma20': 286.31, 'ma50': 276.83, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 34.18, 'breakout': {'score': 0.0, 'donchian20_prev': 294.92, 'donchian55_prev': 294.92, 'atr14': 5.106, 'vol_ratio_3_20': 1.2673, 'breakout_strength_atr': -0.3212, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.74, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.18, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 259.88}",0.0,0.25,293.28,70113607680,470357411.54700005,2026-01-06T00:00:00Z,57.84582893347405,1.7409983633387887,1.267291140201075,0.5560830055608447
XOM,Exxon Mobil Corporation,NYSE,Energy,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.88, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.32, 'rsi14': 57.57, 'ma10': 120.68, 'ma20': 119.1, 'ma50': 117.48, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 36.17, 'breakout': {'score': 0.0, 'donchian20_prev': 125.93, 'donchian55_prev': 125.93, 'atr14': 2.2394, 'vol_ratio_3_20': 1.317, 'breakout_strength_atr': -2.1792, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.85, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.23, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 111.77}",0.0,0.25,121.05,575410470912,2036122082.038,2026-01-06T00:00:00Z,57.57017947537966,1.8499675458783271,1.3170189837693522,3.8751687445406255
