ticker,name,exchange,sector,technical_score,technical_evidence,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc
CBOE,"Cboe Global Markets, Inc.",BTS,Financial Services,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 0.77, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.76, 'rsi14': 67.44, 'above_ma10_ma20_ma50': True, 'ma10': 254.48, 'ma20': 252.77, 'ma50': 253.19, 'realized_vol_5d_ann_pct': 20.41}",260.95001220703125,27306987520,180634288.1768036,2026-01-09T00:00:00Z
F,Ford Motor Company,NYSE,Consumer Cyclical,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.07, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.78, 'rsi14': 69.64, 'above_ma10_ma20_ma50': True, 'ma10': 13.59, 'ma20': 13.54, 'ma50': 13.27, 'realized_vol_5d_ann_pct': 38.84}",14.199999809265137,56579878912,701262819.8179293,2026-01-09T00:00:00Z
BKH,Black Hills Corporation,NYSE,Utilities,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.46, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.54, 'rsi14': 60.47, 'above_ma10_ma20_ma50': True, 'ma10': 70.03, 'ma20': 70.1, 'ma50': 69.72, 'realized_vol_5d_ann_pct': 30.13}",70.72000122070312,5337478144,70756416.98368073,2026-01-09T00:00:00Z
NOC,Northrop Grumman Corporation,NYSE,Industrials,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.45, 'resistance_level': None, 'volume_ratio_3d_to_20d': 2.6, 'rsi14': 68.28, 'above_ma10_ma20_ma50': True, 'ma10': 589.41, 'ma20': 580.38, 'ma50': 570.66, 'realized_vol_5d_ann_pct': 66.76}",618.8200073242188,88604491776,504033841.57073975,2026-01-09T00:00:00Z
CHRW,"C.H. Robinson Worldwide, Inc.",NASDAQ,Industrials,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 0.02, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.74, 'rsi14': 63.56, 'above_ma10_ma20_ma50': True, 'ma10': 165.34, 'ma20': 163.65, 'ma50': 157.45, 'realized_vol_5d_ann_pct': 24.68}",170.77000427246094,20174286848,264040998.27072144,2026-01-09T00:00:00Z
GD,General Dynamics Corporation,NYSE,Industrials,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.75, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.74, 'rsi14': 62.38, 'above_ma10_ma20_ma50': True, 'ma10': 346.95, 'ma20': 343.71, 'ma50': 342.53, 'realized_vol_5d_ann_pct': 45.85}",353.8900146484375,95592931328,443971152.9042053,2026-01-09T00:00:00Z
EXPE,"Expedia Group, Inc.",NASDAQ,Consumer Cyclical,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.46, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.92, 'rsi14': 63.62, 'above_ma10_ma20_ma50': True, 'ma10': 290.71, 'ma20': 287.64, 'ma50': 264.1, 'realized_vol_5d_ann_pct': 35.38}",296.3299865722656,36660637696,433665888.1376648,2026-01-09T00:00:00Z
IVZ,Invesco Ltd.,NYSE,Financial Services,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 0.24, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.99, 'rsi14': 68.69, 'above_ma10_ma20_ma50': True, 'ma10': 27.44, 'ma20': 27.06, 'ma50': 25.28, 'realized_vol_5d_ann_pct': 37.9}",28.56999969482422,12741184512,128529014.99372482,2026-01-09T00:00:00Z
PRU,"Prudential Financial, Inc.",NYSE,Financial Services,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.68, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.03, 'rsi14': 60.33, 'above_ma10_ma20_ma50': True, 'ma10': 115.64, 'ma20': 115.75, 'ma50': 110.46, 'realized_vol_5d_ann_pct': 25.19}",118.08000183105469,41557422080,177547926.8529892,2026-01-09T00:00:00Z
ISRG,"Intuitive Surgical, Inc.",NASDAQ,Healthcare,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.83, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.01, 'rsi14': 65.83, 'above_ma10_ma20_ma50': True, 'ma10': 577.7, 'ma20': 570.32, 'ma50': 563.6, 'realized_vol_5d_ann_pct': 35.68}",586.239990234375,210153259008,912928570.8496094,2026-01-09T00:00:00Z
