Ticker,Last,RVOL,ATR%,RSI14,Dist_to_52W_High%,$ADV20,MA20,MA50,Above_MA20,Above_MA50,Ret20d%,Setup,Score,Is_Leveraged_ETF,Ret5d%
KSS,22.42,6.15,6.04,69.4,0.18,105763760.0,16.8,16.42,1,1,36.46,Breakout,32.39,False,
