ticker,name,exchange,sector,technical_score,technical_evidence,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc
AKAM,"Akamai Technologies, Inc.",NASDAQ,Technology,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.5, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.72, 'rsi14': 53.45, 'above_ma10_ma20_ma50': True, 'ma10': 87.98, 'ma20': 88.28, 'ma50': 86.59, 'realized_vol_5d_ann_pct': 48.81}",90.6500015258789,13041383424,208776828.44104767,2026-01-14T00:00:00Z
INTC,Intel Corporation,NASDAQ,Technology,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 0.57, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.58, 'rsi14': 81.57, 'above_ma10_ma20_ma50': True, 'ma10': 42.51, 'ma20': 39.53, 'ma50': 38.67, 'realized_vol_5d_ann_pct': 101.01}",48.720001220703125,232394391552,3634010101.808605,2026-01-14T00:00:00Z
FIX,"Comfort Systems USA, Inc.",NYSE,Industrials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.42, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.56, 'rsi14': 63.26, 'above_ma10_ma20_ma50': True, 'ma10': 1018.58, 'ma20': 981.65, 'ma50': 967.52, 'realized_vol_5d_ann_pct': 68.89}",1053.0999755859375,37154897920,751888216.7575073,2026-01-14T00:00:00Z
DD,"DuPont de Nemours, Inc.",NYSE,Basic Materials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.9, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.39, 'rsi14': 63.31, 'above_ma10_ma20_ma50': True, 'ma10': 42.71, 'ma20': 41.82, 'ma50': 40.42, 'realized_vol_5d_ann_pct': 20.39}",42.88999938964844,17969852416,216367945.1163864,2026-01-14T00:00:00Z
RVTY,"Revvity, Inc.",NYSE,Healthcare,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.03, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.56, 'rsi14': 78.2, 'above_ma10_ma20_ma50': True, 'ma10': 103.67, 'ma20': 100.28, 'ma50': 98.62, 'realized_vol_5d_ann_pct': 45.83}",111.5199966430664,12944413696,120360779.37892914,2026-01-14T00:00:00Z
RJF,"Raymond James Financial, Inc.",NYSE,Financial Services,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.03, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.02, 'rsi14': 59.82, 'above_ma10_ma20_ma50': True, 'ma10': 167.2, 'ma20': 165.38, 'ma50': 161.9, 'realized_vol_5d_ann_pct': 33.44}",172.27000427246094,34018142208,210320648.02391052,2026-01-14T00:00:00Z
DVN,Devon Energy Corporation,NYSE,Energy,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.07, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.29, 'rsi14': 57.29, 'above_ma10_ma20_ma50': True, 'ma10': 36.37, 'ma20': 36.25, 'ma50': 35.98, 'realized_vol_5d_ann_pct': 37.55}",37.91999816894531,24071614464,308277704.22992706,2026-01-14T00:00:00Z
DXCM,"DexCom, Inc.",NASDAQ,Healthcare,8.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 22.54, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.77, 'rsi14': 60.76, 'above_ma10_ma20_ma50': True, 'ma10': 68.73, 'ma20': 67.76, 'ma50': 64.22, 'realized_vol_5d_ann_pct': 48.8}",69.69999694824219,27333220352,325468309.4899368,2026-01-14T00:00:00Z
LH,Labcorp Holdings Inc.,NYSE,Healthcare,8.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 10.8, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.8, 'rsi14': 61.61, 'above_ma10_ma20_ma50': True, 'ma10': 254.27, 'ma20': 254.16, 'ma50': 258.92, 'realized_vol_5d_ann_pct': 27.03}",262.0,21772199936,181662480.83633423,2026-01-14T00:00:00Z
EL,The Estée Lauder Companies Inc.,NYSE,Consumer Defensive,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.11, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.42, 'rsi14': 69.78, 'above_ma10_ma20_ma50': True, 'ma10': 110.28, 'ma20': 108.62, 'ma50': 100.28, 'realized_vol_5d_ann_pct': 31.85}",116.91000366210938,42129719296,357154711.37462616,2026-01-14T00:00:00Z
PSX,Phillips 66,NYSE,Energy,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.94, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.93, 'rsi14': 67.16, 'above_ma10_ma20_ma50': True, 'ma10': 137.84, 'ma20': 133.63, 'ma50': 136.35, 'realized_vol_5d_ann_pct': 46.97}",141.38999938964844,57139126272,362784646.8520355,2026-01-14T00:00:00Z
EPAM,"EPAM Systems, Inc.",NYSE,Technology,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 0.27, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.04, 'rsi14': 62.87, 'above_ma10_ma20_ma50': True, 'ma10': 212.55, 'ma20': 210.49, 'ma50': 196.38, 'realized_vol_5d_ann_pct': 45.23}",221.39999389648438,12331295744,147850319.98916626,2026-01-14T00:00:00Z
PFG,"Principal Financial Group, Inc.",NASDAQ,Financial Services,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.41, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.07, 'rsi14': 57.22, 'above_ma10_ma20_ma50': True, 'ma10': 90.33, 'ma20': 89.81, 'ma50': 86.94, 'realized_vol_5d_ann_pct': 26.42}",91.20999908447266,20318709760,103136856.4504242,2026-01-14T00:00:00Z
F,Ford Motor Company,NYSE,Consumer Cyclical,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.55, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.14, 'rsi14': 62.11, 'above_ma10_ma20_ma50': True, 'ma10': 13.79, 'ma20': 13.58, 'ma50': 13.32, 'realized_vol_5d_ann_pct': 41.56}",13.84000015258789,55145463808,715048108.7860298,2026-01-14T00:00:00Z
