Ticker,Last,RVOL,ATR%,RSI14,Dist_to_52W_High%,$ADV20,MA20,MA50,Above_MA20,Above_MA50,Ret20d%,Setup,Score,Is_Leveraged_ETF,Ret5d%
VERA,37.25,2.39,6.25,71.3,7.96,53763321.0,29.12,29.28,1,1,43.6,Breakout,24.88,False,
