ticker,name,exchange,sector,technical_score,swing_score,swing_signal,swing_regime,signal_reason,technical_evidence,breakout_score,momentum_adj,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc,rsi14,atr_pct,vol_ratio_3_20,dist_52w_high_pct
SNA,Snap-on Incorporated,NYSE,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.06, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.83, 'rsi14': 55.43, 'ma10': 351.99, 'ma20': 350.11, 'ma50': 343.5, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 24.16, 'breakout': {'score': 0.0, 'donchian20_prev': 359.41, 'donchian55_prev': 359.41, 'atr14': 5.7007, 'vol_ratio_3_20': 0.8332, 'breakout_strength_atr': -1.1981, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.62, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.51, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 329.93}",0.0,0.25,352.58,19253499904,100203026.914,2026-01-07T00:00:00Z,55.42767460109857,1.6168569645794686,0.8332201472900588,2.0583905108475307
DAL,"Delta Air Lines, Inc.",NYSE,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.06, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.11, 'rsi14': 52.21, 'ma10': 70.53, 'ma20': 70.42, 'ma50': 64.37, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 30.63, 'breakout': {'score': 0.0, 'donchian20_prev': 73.16, 'donchian55_prev': 73.16, 'atr14': 1.5632, 'vol_ratio_3_20': 1.107, 'breakout_strength_atr': -0.9659, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.18, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.53, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 55.31}",0.0,0.25,71.65,44375347200,496154468.1219999,2026-01-07T00:00:00Z,52.211621856027776,2.1817565546804873,1.1070173042710456,2.06396938217604
AKAM,"Akamai Technologies, Inc.",NASDAQ,Technology,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 4.15, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.92, 'rsi14': 51.84, 'ma10': 87.79, 'ma20': 87.55, 'ma50': 85.17, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 34.48, 'breakout': {'score': 0.0, 'donchian20_prev': 90.76, 'donchian55_prev': 92.0, 'atr14': 1.7204, 'vol_ratio_3_20': 0.9166, 'breakout_strength_atr': -1.4996, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.95, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.12, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 79.25}",0.0,0.25,88.18,13678706688,181370484.80100003,2026-01-07T00:00:00Z,51.8394648829432,1.9510660013608523,0.9165580500231107,4.1521739130434705
DY,"Dycom Industries, Inc.",NYSE,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.31, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.57, 'rsi14': 57.83, 'ma10': 346.94, 'ma20': 347.71, 'ma50': 327.02, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 24.61, 'breakout': {'score': 0.0, 'donchian20_prev': 366.65, 'donchian55_prev': 366.65, 'atr14': 8.8339, 'vol_ratio_3_20': 0.5675, 'breakout_strength_atr': -1.372, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.49, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.39, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 257.58}",0.0,0.25,354.53,11034192896,196619327.6365,2026-01-07T00:00:00Z,57.82805429864248,2.491717404531553,0.5674835351743327,3.3056048002181933
USB,U.S. Bancorp,NYSE,Financial Services,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.36, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.07, 'rsi14': 58.93, 'ma10': 54.7, 'ma20': 54.15, 'ma50': 50.42, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 33.77, 'breakout': {'score': 0.0, 'donchian20_prev': 56.195, 'donchian55_prev': 56.195, 'atr14': 0.8832, 'vol_ratio_3_20': 1.0742, 'breakout_strength_atr': -1.5002, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.61, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.64, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 46.31}",0.0,0.25,54.87,86255853568,490828632.7214999,2026-01-07T00:00:00Z,58.928571428571416,1.6096487802337978,1.0742287963170896,2.3578610196636762
HSIC,"Henry Schein, Inc.",NASDAQ,Healthcare,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.0, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.11, 'rsi14': 57.35, 'ma10': 76.93, 'ma20': 76.77, 'ma50': 73.19, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 22.78, 'breakout': {'score': 0.0, 'donchian20_prev': 79.44, 'donchian55_prev': 79.44, 'atr14': 1.2607, 'vol_ratio_3_20': 1.1063, 'breakout_strength_atr': -1.0312, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.61, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.38, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 69.65}",0.0,0.25,78.14,9363133440,87904624.957,2026-01-07T00:00:00Z,57.35492577597843,1.6134045120479743,1.1063177382766543,3.0039721946375395
CAT,Caterpillar Inc.,NYSE,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 4.94, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.2, 'rsi14': 52.78, 'ma10': 591.22, 'ma20': 590.52, 'ma50': 576.25, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 53.98, 'breakout': {'score': 0.0, 'donchian20_prev': 627.5, 'donchian55_prev': 627.5, 'atr14': 15.0493, 'vol_ratio_3_20': 1.1968, 'breakout_strength_atr': -2.0586, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.52, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.31, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 440.08}",0.0,0.25,596.52,293558255616,1559814347.6024997,2026-01-07T00:00:00Z,52.77838787612565,2.522856376507556,1.1968221380508839,4.937051792828688
CBOE,"Cboe Global Markets, Inc.",BTS,Financial Services,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.97, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.3, 'rsi14': 58.51, 'ma10': 253.4, 'ma20': 251.8, 'ma50': 252.3, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 25.83, 'breakout': {'score': 0.0, 'donchian20_prev': 258.074, 'donchian55_prev': 262.9799, 'atr14': 4.725, 'vol_ratio_3_20': 1.2994, 'breakout_strength_atr': -0.6167, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.85, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.13, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 237.09}",0.0,0.25,255.16,28922697728,165185111.37200004,2026-01-07T00:00:00Z,58.50565205403915,1.8517820751125347,1.2994353158401362,2.9735732654853053
DOV,Dover Corporation,NYSE,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.6, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.21, 'rsi14': 56.1, 'ma10': 199.26, 'ma20': 198.23, 'ma50': 189.03, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 32.84, 'breakout': {'score': 0.0, 'donchian20_prev': 203.81, 'donchian55_prev': 203.81, 'atr14': 3.1923, 'vol_ratio_3_20': 1.2147, 'breakout_strength_atr': -1.3877, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.6, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.51, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 179.08}",0.0,0.25,199.38,28350941184,211953517.9135,2026-01-07T00:00:00Z,56.10401057734681,1.6011241993035552,1.2147092043014733,3.601991974085005
HLT,Hilton Worldwide Holdings Inc.,NYSE,Consumer Cyclical,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 1.02, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.22, 'rsi14': 58.07, 'ma10': 291.37, 'ma20': 287.49, 'ma50': 277.35, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 33.57, 'breakout': {'score': 0.0, 'donchian20_prev': 294.92, 'donchian55_prev': 294.92, 'atr14': 5.2292, 'vol_ratio_3_20': 1.2187, 'breakout_strength_atr': -0.2716, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.78, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.59, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 260.2}",0.0,0.25,293.5,70113607680,479883350.515,2026-01-07T00:00:00Z,58.065194532071494,1.7816743733268425,1.2186657113922401,1.016811965667837
CTSH,Cognizant Technology Solutions Corporation,NASDAQ,Technology,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.92, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.81, 'rsi14': 52.28, 'ma10': 84.0, 'ma20': 83.88, 'ma50': 78.17, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 35.58, 'breakout': {'score': 0.0, 'donchian20_prev': 86.94, 'donchian55_prev': 86.94, 'atr14': 1.5962, 'vol_ratio_3_20': 0.8134, 'breakout_strength_atr': -1.773, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.9, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': -0.02, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 74.82}",0.0,0.25,84.11,41113169920,395096997.565,2026-01-07T00:00:00Z,52.27703984819737,1.8977019888920956,0.8133741898256607,3.918208818825687
