ticker,name,exchange,sector,technical_score,technical_evidence,breakout_score,momentum_adj,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc
EQR,Equity Residential,NYSE,Real Estate,9.45,"{'dist_to_52w_high_pct': 0.73, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.72, 'rsi14': 68.57, 'ma10': 47.45, 'ma20': 46.18, 'ma50': 43.38, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 61.48, 'breakout': {'score': 2.0, 'donchian20_prev': 52.22, 'donchian55_prev': 52.22, 'atr14': 1.8229, 'vol_ratio_3_20': 1.7245, 'breakout_strength_atr': -0.2085, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.52, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 3.97, 'extension_adj': -1.0, 'extension_note': 'extended_move_penalty'}, 'data_gaps': []}",2.0,-0.75,51.84000015258789,24816044032,597621540.4456139,2026-02-20T00:00:00Z
HOLX,"Hologic, Inc.",NASDAQ,Healthcare,9.45,"{'dist_to_52w_high_pct': 0.73, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.72, 'rsi14': 68.57, 'ma10': 47.45, 'ma20': 46.18, 'ma50': 43.38, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 61.48, 'breakout': {'score': 2.0, 'donchian20_prev': 52.22, 'donchian55_prev': 52.22, 'atr14': 1.8229, 'vol_ratio_3_20': 1.7245, 'breakout_strength_atr': -0.2085, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.52, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 3.97, 'extension_adj': -1.0, 'extension_note': 'extended_move_penalty'}, 'data_gaps': []}",2.0,-0.75,51.84000015258789,16838248448,597621540.4456139,2026-02-20T00:00:00Z
TGNA,TEGNA Inc.,NYSE,Communication Services,8.25,"{'dist_to_52w_high_pct': 1.72, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.82, 'rsi14': 59.09, 'ma10': 643.43, 'ma20': 626.6, 'ma50': 557.71, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 27.31, 'breakout': {'score': 0.0, 'donchian20_prev': 669.75, 'donchian55_prev': 669.75, 'atr14': 18.8979, 'vol_ratio_3_20': 0.8193, 'breakout_strength_atr': -0.608, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.87, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.14, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,658.260009765625,3347565312,1060234024.6002197,2026-02-20T00:00:00Z
DRH,DiamondRock Hospitality Company,NASDAQ,Real Estate,8.25,"{'dist_to_52w_high_pct': 2.81, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.93, 'rsi14': 62.33, 'ma10': 149.4, 'ma20': 147.74, 'ma50': 142.85, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 37.68, 'breakout': {'score': 0.0, 'donchian20_prev': 155.0, 'donchian55_prev': 155.0, 'atr14': 4.7121, 'vol_ratio_3_20': 0.9257, 'breakout_strength_atr': -0.9253, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.13, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.45, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,150.63999938964844,1998271488,392755393.6279297,2026-02-20T00:00:00Z
ELV,"Elevance Health, Inc.",NYSE,Healthcare,8.25,"{'dist_to_52w_high_pct': 2.91, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.93, 'rsi14': 67.7, 'ma10': 163.8, 'ma20': 156.97, 'ma50': 142.41, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 39.17, 'breakout': {'score': 0.0, 'donchian20_prev': 174.43, 'donchian55_prev': 174.43, 'atr14': 8.5336, 'vol_ratio_3_20': 0.9348, 'breakout_strength_atr': -0.5941, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 5.04, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.72, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,169.36000061035156,74550730752,103137476.96739197,2026-02-20T00:00:00Z
FET,"Forum Energy Technologies, Inc.",NYSE,Energy,8.25,"{'dist_to_52w_high_pct': 0.96, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.7, 'rsi14': 67.47, 'ma10': 657.9, 'ma20': 639.55, 'ma50': 577.05, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 24.67, 'breakout': {'score': 0.0, 'donchian20_prev': 674.63, 'donchian55_prev': 674.63, 'atr14': 18.3214, 'vol_ratio_3_20': 0.7048, 'breakout_strength_atr': -0.3226, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.74, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.27, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,668.719970703125,707054656,252647449.60113525,2026-02-20T00:00:00Z
AOS,A. O. Smith Corporation,NYSE,Industrials,8.25,"{'dist_to_52w_high_pct': 1.85, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.55, 'rsi14': 69.56, 'ma10': 811.57, 'ma20': 765.32, 'ma50': 703.5, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 27.12, 'breakout': {'score': 0.0, 'donchian20_prev': 846.0, 'donchian55_prev': 846.0, 'atr14': 37.5492, 'vol_ratio_3_20': 0.5485, 'breakout_strength_atr': -0.4171, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 4.52, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.37, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,830.3400268554688,10711937024,2376374446.473999,2026-02-20T00:00:00Z
CNP,"CenterPoint Energy, Inc.",NYSE,Utilities,8.25,"{'dist_to_52w_high_pct': 3.39, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.22, 'rsi14': 64.02, 'ma10': 27.96, 'ma20': 27.08, 'ma50': 25.86, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 43.51, 'breakout': {'score': 0.0, 'donchian20_prev': 30.08, 'donchian55_prev': 30.08, 'atr14': 1.1864, 'vol_ratio_3_20': 1.2216, 'breakout_strength_atr': -0.8597, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 4.08, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.95, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,29.059999465942383,27835037696,189290141.77444458,2026-02-20T00:00:00Z
EQT,EQT Corporation,NYSE,Energy,8.25,"{'dist_to_52w_high_pct': 4.99, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.59, 'rsi14': 67.41, 'ma10': 195.57, 'ma20': 188.05, 'ma50': 190.83, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 34.22, 'breakout': {'score': 0.0, 'donchian20_prev': 207.77, 'donchian55_prev': 210.25, 'atr14': 8.9733, 'vol_ratio_3_20': 0.5929, 'breakout_strength_atr': -0.8927, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 4.49, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.65, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,199.75999450683594,36888829952,137935448.17344666,2026-02-20T00:00:00Z
QUBT,Quantum Computing Inc.,NCM,Technology,8.25,"{'dist_to_52w_high_pct': 2.78, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.33, 'rsi14': 59.91, 'ma10': 57.78, 'ma20': 56.76, 'ma50': 54.9, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 25.98, 'breakout': {'score': 0.0, 'donchian20_prev': 61.24, 'donchian55_prev': 62.23, 'atr14': 2.0493, 'vol_ratio_3_20': 1.3282, 'breakout_strength_atr': -0.3611, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.39, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.71, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,60.5,1751523584,562764774.1685486,2026-02-20T00:00:00Z
