rank,ticker,name,sector,hybrid_score,sources,current_price,composite_score,confidence,technical_score,catalyst_score,options_score,sentiment_score,primary_catalyst,target_price
1,IR,Ingersoll Rand Inc.,Industrials,0,,97.41000366210938,6.3,MEDIUM,10,4,10,4,No verified dated catalyst in packet (catalyst score capped),107.15100402832032
2,IREN,IREN Limited,Financial Services,0,,97.41000366210938,5.45,MEDIUM,10,4,5,4,No verified dated catalyst in packet (catalyst score capped),107.15100402832032
