ticker,name,exchange,sector,technical_score,technical_evidence,breakout_score,momentum_adj,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc
BDX,"Becton, Dickinson and Company",NYSE,Healthcare,10.0,"{'dist_to_52w_high_pct': 0.84, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.7, 'rsi14': 67.17, 'ma10': 45.29, 'ma20': 44.66, 'ma50': 41.41, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 31.75, 'breakout': {'score': 2.0, 'donchian20_prev': 47.21, 'donchian55_prev': 47.21, 'atr14': 1.5464, 'vol_ratio_3_20': 1.699, 'breakout_strength_atr': -0.0841, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.28, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.79, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,47.08000183105469,60546756608,86996353.42583466,2026-03-06T00:00:00Z
GLNG,Golar LNG Limited,NASDAQ,Energy,10.0,"{'dist_to_52w_high_pct': 0.84, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.7, 'rsi14': 67.17, 'ma10': 45.29, 'ma20': 44.66, 'ma50': 41.41, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 31.75, 'breakout': {'score': 2.0, 'donchian20_prev': 47.21, 'donchian55_prev': 47.21, 'atr14': 1.5464, 'vol_ratio_3_20': 1.699, 'breakout_strength_atr': -0.0841, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.28, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.79, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,47.08000183105469,4820427264,86996353.42583466,2026-03-06T00:00:00Z
PANL,Pangaea Logistics Solutions Ltd.,NCM,Industrials,10.0,"{'dist_to_52w_high_pct': 0.84, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.7, 'rsi14': 67.17, 'ma10': 45.29, 'ma20': 44.66, 'ma50': 41.41, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 31.75, 'breakout': {'score': 2.0, 'donchian20_prev': 47.21, 'donchian55_prev': 47.21, 'atr14': 1.5464, 'vol_ratio_3_20': 1.699, 'breakout_strength_atr': -0.0841, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.28, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.79, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,47.08000183105469,545422336,86996353.42583466,2026-03-06T00:00:00Z
TNET,"TriNet Group, Inc.",NYSE,Industrials,10.0,"{'dist_to_52w_high_pct': 0.84, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.7, 'rsi14': 67.17, 'ma10': 45.29, 'ma20': 44.66, 'ma50': 41.41, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 31.75, 'breakout': {'score': 2.0, 'donchian20_prev': 47.21, 'donchian55_prev': 47.21, 'atr14': 1.5464, 'vol_ratio_3_20': 1.699, 'breakout_strength_atr': -0.0841, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.28, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.79, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,47.08000183105469,1873664256,86996353.42583466,2026-03-06T00:00:00Z
CINF,Cincinnati Financial Corporation,NASDAQ,Financial Services,9.85,"{'dist_to_52w_high_pct': 1.05, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.51, 'rsi14': 57.18, 'ma10': 69.24, 'ma20': 69.03, 'ma50': 65.19, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 42.49, 'breakout': {'score': 6.0, 'donchian20_prev': 73.18, 'donchian55_prev': 73.18, 'atr14': 2.1304, 'vol_ratio_3_20': 1.5121, 'breakout_strength_atr': 0.4365, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 2.87, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 2.99, 'extension_adj': -1.0, 'extension_note': 'extended_move_penalty'}, 'data_gaps': []}",6.0,-0.75,74.11000061035156,25803900928,494085269.6417931,2026-03-06T00:00:00Z
BKH,Black Hills Corporation,NYSE,Utilities,9.45,"{'dist_to_52w_high_pct': 4.49, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.88, 'rsi14': 66.38, 'ma10': 238.46, 'ma20': 233.92, 'ma50': 215.51, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 102.58, 'breakout': {'score': 2.0, 'donchian20_prev': 271.35, 'donchian55_prev': 271.35, 'atr14': 7.8321, 'vol_ratio_3_20': 1.8837, 'breakout_strength_atr': -1.5551, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.02, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 3.43, 'extension_adj': -1.0, 'extension_note': 'extended_move_penalty'}, 'data_gaps': []}",2.0,-0.75,259.1700134277344,5548156416,53707989.49083252,2026-03-06T00:00:00Z
OVBC,Ohio Valley Banc Corp.,NGM,Financial Services,9.45,"{'dist_to_52w_high_pct': 4.49, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.88, 'rsi14': 66.38, 'ma10': 238.46, 'ma20': 233.92, 'ma50': 215.51, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 102.58, 'breakout': {'score': 2.0, 'donchian20_prev': 271.35, 'donchian55_prev': 271.35, 'atr14': 7.8321, 'vol_ratio_3_20': 1.8837, 'breakout_strength_atr': -1.5551, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.02, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 3.43, 'extension_adj': -1.0, 'extension_note': 'extended_move_penalty'}, 'data_gaps': []}",2.0,-0.75,259.1700134277344,199157616,53707989.49083252,2026-03-06T00:00:00Z
ESCA,"Escalade, Incorporated",NGM,Consumer Cyclical,8.45,"{'dist_to_52w_high_pct': 2.56, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 2.64, 'rsi14': 77.69, 'ma10': 33.86, 'ma20': 32.0, 'ma50': 30.15, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 59.08, 'breakout': {'score': 2.0, 'donchian20_prev': 35.96, 'donchian55_prev': 35.96, 'atr14': 2.3059, 'vol_ratio_3_20': 2.6356, 'breakout_strength_atr': -0.399, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 6.58, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.79, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,35.040000915527344,207056176,39295577.848501585,2026-03-06T00:00:00Z
TYRA,"Tyra Biosciences, Inc.",NASDAQ,Healthcare,8.45,"{'dist_to_52w_high_pct': 2.56, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 2.64, 'rsi14': 77.69, 'ma10': 33.86, 'ma20': 32.0, 'ma50': 30.15, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 59.08, 'breakout': {'score': 2.0, 'donchian20_prev': 35.96, 'donchian55_prev': 35.96, 'atr14': 2.3059, 'vol_ratio_3_20': 2.6356, 'breakout_strength_atr': -0.399, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 6.58, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.79, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,35.040000915527344,1870158336,39295577.848501585,2026-03-06T00:00:00Z
NUS,"Nu Skin Enterprises, Inc.",NYSE,Consumer Defensive,8.45,"{'dist_to_52w_high_pct': 5.16, 'within_5pct_52w_high': False, 'volume_ratio_3d_to_20d': 2.25, 'rsi14': 67.35, 'ma10': 11.18, 'ma20': 10.73, 'ma50': 9.5, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 60.87, 'breakout': {'score': 2.0, 'donchian20_prev': 12.4, 'donchian55_prev': 12.4, 'atr14': 0.6314, 'vol_ratio_3_20': 2.2456, 'breakout_strength_atr': -1.0137, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 5.37, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.16, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,11.760000228881836,367207680,97403655.34036502,2026-03-06T00:00:00Z
MNMD,Mind Medicine (MindMed) Inc.,NASDAQ,Healthcare,8.25,"{'dist_to_52w_high_pct': 4.43, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.1, 'rsi14': 63.26, 'ma10': 114.09, 'ma20': 111.98, 'ma50': 103.65, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 37.75, 'breakout': {'score': 0.0, 'donchian20_prev': 122.5, 'donchian55_prev': 122.5, 'atr14': 3.3954, 'vol_ratio_3_20': 1.1003, 'breakout_strength_atr': -1.5992, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.9, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.1, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,117.06999969482422,1460232320,1012870347.9419868,2026-03-06T00:00:00Z
LASR,"nLIGHT, Inc.",NASDAQ,Technology,8.25,"{'dist_to_52w_high_pct': 2.21, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.01, 'rsi14': 59.75, 'ma10': 203.77, 'ma20': 202.21, 'ma50': 196.96, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 51.31, 'breakout': {'score': 0.0, 'donchian20_prev': 214.5, 'donchian55_prev': 214.5, 'atr14': 5.9736, 'vol_ratio_3_20': 1.0118, 'breakout_strength_atr': -0.7935, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.85, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.24, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,209.75999450683594,3271602944,1439533376.2397354,2026-03-06T00:00:00Z
UPWK,Upwork Inc.,NASDAQ,Communication Services,8.25,"{'dist_to_52w_high_pct': 2.21, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.01, 'rsi14': 59.75, 'ma10': 203.77, 'ma20': 202.21, 'ma50': 196.96, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 51.31, 'breakout': {'score': 0.0, 'donchian20_prev': 214.5, 'donchian55_prev': 214.5, 'atr14': 5.9736, 'vol_ratio_3_20': 1.0118, 'breakout_strength_atr': -0.7935, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.85, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.24, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,209.75999450683594,1731177216,1439533376.2397354,2026-03-06T00:00:00Z
SUPN,"Supernus Pharmaceuticals, Inc.",NGM,Healthcare,8.25,"{'dist_to_52w_high_pct': 2.21, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.01, 'rsi14': 59.75, 'ma10': 203.77, 'ma20': 202.21, 'ma50': 196.96, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 51.31, 'breakout': {'score': 0.0, 'donchian20_prev': 214.5, 'donchian55_prev': 214.5, 'atr14': 5.9736, 'vol_ratio_3_20': 1.0118, 'breakout_strength_atr': -0.7935, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.85, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.24, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,209.75999450683594,3095233536,1439533376.2397354,2026-03-06T00:00:00Z
JBSS,"John B. Sanfilippo & Son, Inc.",NASDAQ,Consumer Defensive,8.25,"{'dist_to_52w_high_pct': 1.28, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.13, 'rsi14': 63.04, 'ma10': 186.96, 'ma20': 185.02, 'ma50': 172.37, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 22.92, 'breakout': {'score': 0.0, 'donchian20_prev': 191.56, 'donchian55_prev': 191.56, 'atr14': 3.8036, 'vol_ratio_3_20': 1.1316, 'breakout_strength_atr': -0.4259, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.0, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.85, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,189.94000244140625,899183168,1920378045.455667,2026-03-06T00:00:00Z
ONTF,"ON24, Inc.",NYSE,Technology,8.25,"{'dist_to_52w_high_pct': 2.33, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.0, 'rsi14': 52.39, 'ma10': 84.75, 'ma20': 84.91, 'ma50': 79.13, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 32.89, 'breakout': {'score': 0.0, 'donchian20_prev': 89.0, 'donchian55_prev': 89.0, 'atr14': 2.8168, 'vol_ratio_3_20': 0.9961, 'breakout_strength_atr': -0.7349, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.24, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.55, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,86.93000030517578,341984960,431908127.65412635,2026-03-06T00:00:00Z
V,Visa Inc.,NYSE,Financial Services,8.25,"{'dist_to_52w_high_pct': 2.33, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.0, 'rsi14': 52.39, 'ma10': 84.75, 'ma20': 84.91, 'ma50': 79.13, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 32.89, 'breakout': {'score': 0.0, 'donchian20_prev': 89.0, 'donchian55_prev': 89.0, 'atr14': 2.8168, 'vol_ratio_3_20': 0.9961, 'breakout_strength_atr': -0.7349, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.24, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.55, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,86.93000030517578,611882631168,431908127.65412635,2026-03-06T00:00:00Z
SB,"Safe Bulkers, Inc.",NYSE,Industrials,8.25,"{'dist_to_52w_high_pct': 1.54, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.4, 'rsi14': 66.26, 'ma10': 174.8, 'ma20': 172.23, 'ma50': 160.66, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 23.02, 'breakout': {'score': 0.0, 'donchian20_prev': 183.36, 'donchian55_prev': 183.36, 'atr14': 6.4529, 'vol_ratio_3_20': 1.4, 'breakout_strength_atr': -0.437, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.57, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.04, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,180.5399932861328,624203200,516654684.68270797,2026-03-06T00:00:00Z
CRNX,"Crinetics Pharmaceuticals, Inc.",NASDAQ,Healthcare,8.25,"{'dist_to_52w_high_pct': 2.21, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.01, 'rsi14': 59.75, 'ma10': 203.77, 'ma20': 202.21, 'ma50': 196.96, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 51.31, 'breakout': {'score': 0.0, 'donchian20_prev': 214.5, 'donchian55_prev': 214.5, 'atr14': 5.9736, 'vol_ratio_3_20': 1.0118, 'breakout_strength_atr': -0.7935, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.85, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.24, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,209.75999450683594,4002884608,1439533376.2397354,2026-03-06T00:00:00Z
NVCR,NovoCure Limited,NASDAQ,Healthcare,8.25,"{'dist_to_52w_high_pct': 1.68, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.95, 'rsi14': 62.4, 'ma10': 357.09, 'ma20': 354.12, 'ma50': 354.31, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 20.94, 'breakout': {'score': 0.0, 'donchian20_prev': 366.75, 'donchian55_prev': 369.7, 'atr14': 8.8221, 'vol_ratio_3_20': 0.9526, 'breakout_strength_atr': -0.3695, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.43, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.74, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,363.489990234375,1483878912,438718455.8138733,2026-03-06T00:00:00Z
CMCO,Columbus McKinnon Corporation,NASDAQ,Industrials,8.25,"{'dist_to_52w_high_pct': 4.13, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.1, 'rsi14': 61.71, 'ma10': 116.91, 'ma20': 116.05, 'ma50': 109.36, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 49.33, 'breakout': {'score': 0.0, 'donchian20_prev': 126.0, 'donchian55_prev': 126.0, 'atr14': 3.8543, 'vol_ratio_3_20': 1.1006, 'breakout_strength_atr': -1.3517, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.19, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.93, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,120.79000091552734,481959168,764712043.5285461,2026-03-06T00:00:00Z
SKY,"Champion Homes, Inc.",NYSE,Consumer Cyclical,8.25,"{'dist_to_52w_high_pct': 4.24, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.23, 'rsi14': 54.21, 'ma10': 33.36, 'ma20': 33.22, 'ma50': 32.23, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 42.25, 'breakout': {'score': 0.0, 'donchian20_prev': 36.08, 'donchian55_prev': 36.08, 'atr14': 1.6443, 'vol_ratio_3_20': 1.2265, 'breakout_strength_atr': -0.9305, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 4.76, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.89, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,34.54999923706055,4603839488,67860394.60522652,2026-03-06T00:00:00Z
SI,"Shoulder Innovations, Inc.",NYSE,Unknown,8.25,"{'dist_to_52w_high_pct': 4.13, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.1, 'rsi14': 61.71, 'ma10': 116.91, 'ma20': 116.05, 'ma50': 109.36, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 49.33, 'breakout': {'score': 0.0, 'donchian20_prev': 126.0, 'donchian55_prev': 126.0, 'atr14': 3.8543, 'vol_ratio_3_20': 1.1006, 'breakout_strength_atr': -1.3517, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.19, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.93, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,120.79000091552734,268027920,764712043.5285461,2026-03-06T00:00:00Z
