ticker,name,exchange,sector,technical_score,swing_score,swing_signal,swing_regime,signal_reason,technical_evidence,breakout_score,momentum_adj,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc,rsi14,atr_pct,vol_ratio_3_20,dist_52w_high_pct
NUE,Nucor Corporation,NYSE,Basic Materials,8.57,8.87,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 0.15, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.88, 'rsi14': 54.98, 'ma10': 163.96, 'ma20': 163.0, 'ma50': 154.8, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 31.22, 'breakout': {'score': 4.0, 'donchian20_prev': 168.065, 'donchian55_prev': 168.065, 'atr14': 3.6123, 'vol_ratio_3_20': 0.8841, 'breakout_strength_atr': 0.3696, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 2.13, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.11, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 136.13}",4.0,0.25,169.4,41572171776,249363922.6565,2026-01-02T00:00:00Z,54.980640619500214,2.1324380165289245,0.8840755732020251,0.14736221632773355
HUBB,Hubbell Incorporated,NYSE,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 4.38, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.73, 'rsi14': 50.12, 'ma10': 450.07, 'ma20': 446.55, 'ma50': 443.25, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 35.31, 'breakout': {'score': 0.0, 'donchian20_prev': 466.665, 'donchian55_prev': 484.26, 'atr14': 10.7828, 'vol_ratio_3_20': 0.7255, 'breakout_strength_atr': -0.3371, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.33, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.64, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 410.56}",0.0,0.25,463.03,25803370496,204526331.946,2026-01-02T00:00:00Z,50.11560057249805,2.3287553105167516,0.725519432471781,4.384008590426634
GS,"The Goldman Sachs Group, Inc.",NYSE,Financial Services,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 0.52, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.95, 'rsi14': 51.12, 'ma10': 895.83, 'ma20': 886.16, 'ma50': 830.33, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 35.59, 'breakout': {'score': 0.0, 'donchian20_prev': 919.098, 'donchian55_prev': 919.098, 'atr14': 18.3746, 'vol_ratio_3_20': 0.9458, 'breakout_strength_atr': -0.2589, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.01, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.19, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 707.8}",0.0,0.25,914.34,278164340736,1833583247.8725,2026-01-02T00:00:00Z,51.121805734426914,2.0095986488302247,0.9457768324541187,0.5176814659590081
STLD,"Steel Dynamics, Inc.",NASDAQ,Basic Materials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 1.29, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.63, 'rsi14': 55.56, 'ma10': 174.21, 'ma20': 171.7, 'ma50': 163.32, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 34.9, 'breakout': {'score': 0.0, 'donchian20_prev': 178.36, 'donchian55_prev': 178.36, 'atr14': 3.948, 'vol_ratio_3_20': 0.6297, 'breakout_strength_atr': -0.5826, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.24, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.17, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 138.97}",0.0,0.25,176.06,26691137536,215410709.53675,2026-01-02T00:00:00Z,55.557580174927125,2.2424457571282503,0.6297168425156703,1.2895267997308877
MS,Morgan Stanley,NYSE,Financial Services,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 0.24, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.65, 'rsi14': 53.16, 'ma10': 179.12, 'ma20': 178.29, 'ma50': 169.93, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 22.69, 'breakout': {'score': 0.0, 'donchian20_prev': 182.34, 'donchian55_prev': 182.34, 'atr14': 3.1144, 'vol_ratio_3_20': 0.6499, 'breakout_strength_atr': -0.1413, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.71, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.08, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 145.03}",0.0,0.25,181.9,284486369280,909404047.54,2026-01-02T00:00:00Z,53.16058107577545,1.7121456059059144,0.6498581524149203,0.2413074476253141
MDGL,"Madrigal Pharmaceuticals, Inc.",NASDAQ,Healthcare,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.44, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.69, 'rsi14': 59.49, 'ma10': 589.16, 'ma20': 576.71, 'ma50': 534.36, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 21.6, 'breakout': {'score': 0.0, 'donchian20_prev': 615.0, 'donchian55_prev': 615.0, 'atr14': 18.5493, 'vol_ratio_3_20': 0.695, 'breakout_strength_atr': -1.1391, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.12, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': -0.48, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 393.35}",0.0,0.25,593.87,10911702016,159477885.13500002,2026-01-02T00:00:00Z,59.48653198653196,3.123457755304792,0.6949791696552059,3.4357723577235766
DG,Dollar General Corporation,NYSE,Consumer Defensive,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.15, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.53, 'rsi14': 59.43, 'ma10': 136.19, 'ma20': 133.28, 'ma50': 115.01, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 34.42, 'breakout': {'score': 0.0, 'donchian20_prev': 139.83, 'donchian55_prev': 139.83, 'atr14': 3.0627, 'vol_ratio_3_20': 0.5342, 'breakout_strength_atr': -0.9828, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.24, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.45, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 106.03}",0.0,0.25,136.82,32339863552,609112105.5595001,2026-01-02T00:00:00Z,59.4262295081967,2.2384989663165378,0.5342402505654232,2.1526138882929406
KLAC,KLA Corporation,NASDAQ,Technology,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 0.96, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.76, 'rsi14': 53.84, 'ma10': 1255.26, 'ma20': 1236.24, 'ma50': 1200.08, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 45.75, 'breakout': {'score': 0.0, 'donchian20_prev': 1286.81, 'donchian55_prev': 1286.81, 'atr14': 39.6488, 'vol_ratio_3_20': 0.7551, 'breakout_strength_atr': -0.3112, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.11, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': -0.06, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 945.21}",0.0,0.25,1274.47,199209730048,992139724.497,2026-01-02T00:00:00Z,53.8434366763579,3.1110069283702213,0.7551145038926257,0.9589605303036127
DVN,Devon Energy Corporation,NYSE,Energy,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.6, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.78, 'rsi14': 51.72, 'ma10': 36.37, 'ma20': 36.78, 'ma50': 35.4, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 30.54, 'breakout': {'score': 0.0, 'donchian20_prev': 38.475, 'donchian55_prev': 38.475, 'atr14': 0.9939, 'vol_ratio_3_20': 0.7836, 'breakout_strength_atr': -0.6087, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.62, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.76, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 33.78}",0.0,0.25,37.87,24528670720,274146144.63750005,2026-01-02T00:00:00Z,51.72054223149113,2.6245991927269974,0.7835723483680476,2.5977366255144165
APH,Amphenol Corporation,NYSE,Technology,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 3.23, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.67, 'rsi14': 50.94, 'ma10': 136.05, 'ma20': 135.52, 'ma50': 136.61, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 27.76, 'breakout': {'score': 0.0, 'donchian20_prev': 142.27, 'donchian55_prev': 144.37, 'atr14': 3.7636, 'vol_ratio_3_20': 0.6715, 'breakout_strength_atr': -0.6802, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.69, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.48, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 107.0}",0.0,0.25,139.71,184820154368,936851866.3069999,2026-01-02T00:00:00Z,50.939393939393945,2.6938709776373493,0.6715029144909,3.2278174135900786
GVA,Granite Construction Incorporated,NYSE,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 1.1, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.75, 'rsi14': 59.86, 'ma10': 117.19, 'ma20': 114.64, 'ma50': 107.9, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 28.35, 'breakout': {'score': 0.0, 'donchian20_prev': 119.74, 'donchian55_prev': 119.74, 'atr14': 2.5668, 'vol_ratio_3_20': 0.7485, 'breakout_strength_atr': -0.4169, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.16, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.1, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 97.42}",0.0,0.25,118.67,5266598912,78423525.79999998,2026-01-02T00:00:00Z,59.863558840250136,2.1629789692905894,0.7484896719285239,1.1000916743061866
IBKR,"Interactive Brokers Group, Inc.",NASDAQ,Financial Services,6.57,6.87,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 8.34, 'within_5pct_52w_high': False, 'volume_ratio_3d_to_20d': 0.94, 'rsi14': 54.69, 'ma10': 65.3, 'ma20': 65.0, 'ma50': 66.23, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 37.91, 'breakout': {'score': 4.0, 'donchian20_prev': 67.13, 'donchian55_prev': 73.27, 'atr14': 1.6436, 'vol_ratio_3_20': 0.9368, 'breakout_strength_atr': 0.0608, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 2.44, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.77, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 58.55}",4.0,0.25,67.23,131881156608,214385464.29675,2026-01-02T00:00:00Z,54.691259021651966,2.4447525551943206,0.9368485040669988,8.343558282208576
