Ticker,Last,RVOL,ATR%,RSI14,Dist_to_52W_High%,$ADV20,MA20,MA50,Above_MA20,Above_MA50,Ret20d%,Setup,Score,Is_Leveraged_ETF,Ret5d%
DBRG,14.12,9.91,4.73,86.0,4.82,67354483.0,9.95,11.26,1,1,29.07,Breakout,37.11,False,
SATS,82.0,6.64,4.17,84.0,6.82,321725773.0,71.54,73.36,1,1,16.07,Breakout,29.84,False,
VSCO,49.05,4.27,5.52,78.0,2.33,115470777.0,38.08,34.08,1,1,35.05,Breakout,27.41,False,
SLG,42.59,3.84,4.63,31.2,37.5,61926490.0,46.57,51.54,0,0,-15.28,Reversal,24.41,False,-9.63
