ticker,name,exchange,sector,technical_score,technical_evidence,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc
CRM,"Salesforce, Inc.",NYSE,Technology,8.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 29.02, 'resistance_level': None, 'volume_ratio_3d_to_20d': 2.03, 'rsi14': 62.81, 'above_ma10_ma20_ma50': True, 'ma10': 236.1, 'ma20': 237.05, 'ma50': 243.58, 'realized_vol_5d_ann_pct': 30.68}",260.57000732421875,229489115136,1982330140.10849,2025-12-05T00:00:00Z
RL,Ralph Lauren Corporation,NYSE,Consumer Cyclical,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.49, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.1, 'rsi14': 69.95, 'above_ma10_ma20_ma50': True, 'ma10': 359.82, 'ma20': 345.3, 'ma50': 331.61, 'realized_vol_5d_ann_pct': 34.03}",368.4200134277344,22201149440,214853307.3574829,2025-12-05T00:00:00Z
CSX,CSX Corporation,NASDAQ,Industrials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.55, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.0, 'rsi14': 64.4, 'above_ma10_ma20_ma50': True, 'ma10': 35.25, 'ma20': 34.94, 'ma50': 35.43, 'realized_vol_5d_ann_pct': 24.0}",36.29999923706055,66424193024,471852131.55700684,2025-12-05T00:00:00Z
CRNX,"Crinetics Pharmaceuticals, Inc.",NASDAQ,Healthcare,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.01, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.57, 'rsi14': 68.8, 'above_ma10_ma20_ma50': True, 'ma10': 45.43, 'ma20': 43.85, 'ma50': 43.24, 'realized_vol_5d_ann_pct': 37.24}",46.66999816894531,5567418368,62453295.33191681,2025-12-05T00:00:00Z
HCC,"Warrior Met Coal, Inc.",NYSE,Basic Materials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.95, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.96, 'rsi14': 57.28, 'above_ma10_ma20_ma50': True, 'ma10': 78.78, 'ma20': 79.1, 'ma50': 70.98, 'realized_vol_5d_ann_pct': 49.64}",81.61000061035156,5294340608,60137069.91970062,2025-12-05T00:00:00Z
GSAT,"Globalstar, Inc.",NASDAQ,Communication Services,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.32, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.99, 'rsi14': 62.32, 'above_ma10_ma20_ma50': True, 'ma10': 62.26, 'ma20': 60.84, 'ma50': 50.75, 'realized_vol_5d_ann_pct': 49.88}",68.4800033569336,8155710464,61924974.49804306,2025-12-05T00:00:00Z
MUR,Murphy Oil Corporation,NYSE,Energy,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.24, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.79, 'rsi14': 65.79, 'above_ma10_ma20_ma50': True, 'ma10': 31.77, 'ma20': 30.7, 'ma50': 29.37, 'realized_vol_5d_ann_pct': 41.37}",32.75,4748920320,63780325.2209568,2025-12-05T00:00:00Z
TEX,Terex Corporation,NYSE,Industrials,8.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 15.05, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.51, 'rsi14': 63.93, 'above_ma10_ma20_ma50': True, 'ma10': 46.8, 'ma20': 45.74, 'ma50': 49.73, 'realized_vol_5d_ann_pct': 52.18}",49.83000183105469,3978003968,50643877.69756317,2025-12-05T00:00:00Z
TERN,"Terns Pharmaceuticals, Inc.",NASDAQ,Healthcare,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.94, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.25, 'rsi14': 69.4, 'above_ma10_ma20_ma50': True, 'ma10': 27.79, 'ma20': 25.3, 'ma50': 15.71, 'realized_vol_5d_ann_pct': 97.76}",29.360000610351562,3747032832,92501463.86052132,2025-12-05T00:00:00Z
GPOR,Gulfport Energy Corporation,NYSE,Energy,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.08, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.0, 'rsi14': 56.78, 'above_ma10_ma20_ma50': True, 'ma10': 215.19, 'ma20': 212.11, 'ma50': 195.82, 'realized_vol_5d_ann_pct': 36.51}",216.57000732421875,3427190272,54224027.97721863,2025-12-05T00:00:00Z
