Ticker,Last,RVOL,ATR%,RSI14,Dist_to_52W_High%,$ADV20,MA20,MA50,Above_MA20,Above_MA50,Ret20d%,Setup,Score,Is_Leveraged_ETF,Ret5d%
AAP,39.87,2.14,5.38,23.2,43.04,80667814.0,46.08,49.2,0,0,-23.15,Reversal,22.61,False,-1.31
