ticker,name,exchange,sector,technical_score,technical_evidence,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc
IVZ,Invesco Ltd.,NYSE,Financial Services,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.91, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.56, 'rsi14': 60.7, 'above_ma10_ma20_ma50': True, 'ma10': 24.14, 'ma20': 23.79, 'ma50': 23.51, 'realized_vol_5d_ann_pct': 29.54}",25.209999084472656,12631924736,107038435.65185547,2025-12-04T00:00:00Z
IMAX,IMAX Corporation,NYSE,Communication Services,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.1, 'resistance_level': None, 'volume_ratio_3d_to_20d': 2.42, 'rsi14': 55.15, 'above_ma10_ma20_ma50': True, 'ma10': 35.95, 'ma20': 35.64, 'ma50': 33.68, 'realized_vol_5d_ann_pct': 87.41}",36.22999954223633,1847724544,58061064.336452484,2025-12-04T00:00:00Z
DLTR,"Dollar Tree, Inc.",NASDAQ,Consumer Defensive,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.8, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.62, 'rsi14': 69.95, 'above_ma10_ma20_ma50': True, 'ma10': 107.45, 'ma20': 105.69, 'ma50': 99.69, 'realized_vol_5d_ann_pct': 31.74}",115.87000274658203,28029259776,379908437.62046814,2025-12-04T00:00:00Z
DVN,Devon Energy Corporation,NYSE,Energy,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.01, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.84, 'rsi14': 68.94, 'above_ma10_ma20_ma50': True, 'ma10': 36.65, 'ma20': 35.7, 'ma50': 34.35, 'realized_vol_5d_ann_pct': 24.09}",37.709999084472656,23309410304,308109288.41997147,2025-12-04T00:00:00Z
SMTC,Semtech Corporation,NASDAQ,Technology,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.65, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.85, 'rsi14': 68.7, 'above_ma10_ma20_ma50': True, 'ma10': 71.24, 'ma20': 69.9, 'ma50': 68.9, 'realized_vol_5d_ann_pct': 53.62}",78.27999877929688,7068209152,148195574.69192505,2025-12-04T00:00:00Z
TTMI,"TTM Technologies, Inc.",NASDAQ,Technology,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 0.76, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.03, 'rsi14': 62.82, 'above_ma10_ma20_ma50': True, 'ma10': 66.34, 'ma20': 66.48, 'ma50': 62.19, 'realized_vol_5d_ann_pct': 77.11}",72.83999633789062,9677956096,148292205.58042526,2025-12-04T00:00:00Z
IBP,"Installed Building Products, Inc.",NYSE,Consumer Cyclical,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.22, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.93, 'rsi14': 58.68, 'above_ma10_ma20_ma50': True, 'ma10': 263.94, 'ma20': 258.84, 'ma50': 254.41, 'realized_vol_5d_ann_pct': 25.61}",268.19000244140625,8374499840,79358830.20568848,2025-12-04T00:00:00Z
MUR,Murphy Oil Corporation,NYSE,Energy,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.96, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.7, 'rsi14': 68.88, 'above_ma10_ma20_ma50': True, 'ma10': 31.51, 'ma20': 30.46, 'ma50': 29.3, 'realized_vol_5d_ann_pct': 42.82}",32.5,4753202688,65878612.498197556,2025-12-04T00:00:00Z
MYRG,MYR Group Inc.,NASDAQ,Industrials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.52, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.14, 'rsi14': 56.47, 'above_ma10_ma20_ma50': True, 'ma10': 216.71, 'ma20': 221.93, 'ma50': 214.42, 'realized_vol_5d_ann_pct': 45.01}",230.22999572753906,3631023616,52377869.62135315,2025-12-04T00:00:00Z
HCC,"Warrior Met Coal, Inc.",NYSE,Basic Materials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.79, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.82, 'rsi14': 55.57, 'above_ma10_ma20_ma50': True, 'ma10': 77.93, 'ma20': 79.08, 'ma50': 70.63, 'realized_vol_5d_ann_pct': 48.08}",82.61000061035156,5301437440,71117551.00826263,2025-12-04T00:00:00Z
GSAT,"Globalstar, Inc.",NASDAQ,Communication Services,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.01, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.86, 'rsi14': 61.36, 'above_ma10_ma20_ma50': True, 'ma10': 61.08, 'ma20': 59.83, 'ma50': 50.07, 'realized_vol_5d_ann_pct': 52.19}",68.29000091552734,8188054016,61117528.926906586,2025-12-04T00:00:00Z
SPHR,Sphere Entertainment Co.,NYSE,Communication Services,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.38, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.87, 'rsi14': 61.23, 'above_ma10_ma20_ma50': True, 'ma10': 80.73, 'ma20': 78.87, 'ma50': 69.78, 'realized_vol_5d_ann_pct': 27.84}",82.76000213623047,3508323072,67594894.45781708,2025-12-04T00:00:00Z
GS,"The Goldman Sachs Group, Inc.",NYSE,Financial Services,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 0.73, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.03, 'rsi14': 60.99, 'above_ma10_ma20_ma50': True, 'ma10': 808.33, 'ma20': 801.9, 'ma50': 788.96, 'realized_vol_5d_ann_pct': 25.85}",837.8300170898438,283710193664,1627565384.4815063,2025-12-04T00:00:00Z
GPOR,Gulfport Energy Corporation,NYSE,Energy,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.05, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.99, 'rsi14': 55.84, 'above_ma10_ma20_ma50': True, 'ma10': 213.88, 'ma20': 211.09, 'ma50': 195.02, 'realized_vol_5d_ann_pct': 40.14}",216.63999938964844,3437717760,53644096.83242798,2025-12-04T00:00:00Z
