Ticker,Last,RVOL,ATR%,RSI14,Dist_to_52W_High%,$ADV20,MA20,MA50,Above_MA20,Above_MA50,Ret20d%,Setup,Score,Is_Leveraged_ETF
PATH,18.48,4.66,4.84,78.9,1.39,305072880.0,14.1,14.77,1,1,27.01,Breakout,27.22,False
