ticker,name,exchange,sector,technical_score,technical_evidence,breakout_score,momentum_adj,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc
SKIL,Skillsoft Corp.,NYSE,Consumer Defensive,10.0,"{'dist_to_52w_high_pct': 2.1, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.6, 'rsi14': 56.04, 'ma10': 87.2, 'ma20': 86.11, 'ma50': 82.23, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 49.65, 'breakout': {'score': 2.0, 'donchian20_prev': 90.85, 'donchian55_prev': 90.85, 'atr14': 2.5235, 'vol_ratio_3_20': 1.6049, 'breakout_strength_atr': -0.7569, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.84, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.87, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,88.94000244140625,84870008,279775925.5537262,2026-02-02T00:00:00Z
MRBK,Meridian Corporation,NASDAQ,Financial Services,10.0,"{'dist_to_52w_high_pct': 2.59, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 3.0, 'rsi14': 65.24, 'ma10': 50.76, 'ma20': 49.88, 'ma50': 47.49, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 32.26, 'breakout': {'score': 2.0, 'donchian20_prev': 53.33, 'donchian55_prev': 53.33, 'atr14': 1.4911, 'vol_ratio_3_20': 2.999, 'breakout_strength_atr': -0.9255, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.87, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.01, 'extension_adj': 0.0}, 'data_gaps': []}",2.0,0.25,51.95000076293945,227768768,773963547.7467562,2026-02-02T00:00:00Z
ATEX,Anterix Inc.,NCM,Communication Services,9.85,"{'dist_to_52w_high_pct': 3.36, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.62, 'rsi14': 61.84, 'ma10': 72.09, 'ma20': 71.16, 'ma50': 68.68, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 42.34, 'breakout': {'score': 6.0, 'donchian20_prev': 74.42, 'donchian55_prev': 74.42, 'atr14': 1.7975, 'vol_ratio_3_20': 1.6199, 'breakout_strength_atr': 0.1613, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 2.41, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 2.16, 'extension_adj': -1.0, 'extension_note': 'extended_move_penalty'}, 'data_gaps': []}",6.0,-0.75,74.70999908447266,514407296,103899319.16815948,2026-02-02T00:00:00Z
ATGE,Adtalem Global Education Inc.,NYSE,Consumer Defensive,9.85,"{'dist_to_52w_high_pct': 3.36, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.62, 'rsi14': 61.84, 'ma10': 72.09, 'ma20': 71.16, 'ma50': 68.68, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 42.34, 'breakout': {'score': 6.0, 'donchian20_prev': 74.42, 'donchian55_prev': 74.42, 'atr14': 1.7975, 'vol_ratio_3_20': 1.6199, 'breakout_strength_atr': 0.1613, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 2.41, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 2.16, 'extension_adj': -1.0, 'extension_note': 'extended_move_penalty'}, 'data_gaps': []}",6.0,-0.75,74.70999908447266,3839201024,103899319.16815948,2026-02-02T00:00:00Z
ARCB,ArcBest Corporation,NASDAQ,Industrials,9.45,"{'dist_to_52w_high_pct': 2.97, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.64, 'rsi14': 59.79, 'ma10': 508.03, 'ma20': 506.9, 'ma50': 489.57, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 29.14, 'breakout': {'score': 2.0, 'donchian20_prev': 543.0, 'donchian55_prev': 543.0, 'atr14': 14.5321, 'vol_ratio_3_20': 1.6373, 'breakout_strength_atr': -0.7446, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.73, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 2.32, 'extension_adj': -1.0, 'extension_note': 'extended_move_penalty'}, 'data_gaps': []}",2.0,-0.75,532.1799926757812,2245474560,301176820.56809694,2026-02-02T00:00:00Z
SOLV,Solventum Corporation,NYSE,Healthcare,8.85,"{'dist_to_52w_high_pct': 0.32, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.06, 'rsi14': 63.02, 'ma10': 157.04, 'ma20': 156.83, 'ma50': 150.94, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 28.93, 'breakout': {'score': 6.0, 'donchian20_prev': 160.84, 'donchian55_prev': 160.84, 'atr14': 4.1839, 'vol_ratio_3_20': 1.0628, 'breakout_strength_atr': 0.5999, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 2.56, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.96, 'extension_adj': 0.0}, 'data_gaps': []}",6.0,0.25,163.35000610351562,13339851776,77536206.31009674,2026-02-02T00:00:00Z
SONO,"Sonos, Inc.",NASDAQ,Technology,8.85,"{'dist_to_52w_high_pct': 0.32, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.06, 'rsi14': 63.02, 'ma10': 157.04, 'ma20': 156.83, 'ma50': 150.94, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 28.93, 'breakout': {'score': 6.0, 'donchian20_prev': 160.84, 'donchian55_prev': 160.84, 'atr14': 4.1839, 'vol_ratio_3_20': 1.0628, 'breakout_strength_atr': 0.5999, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 2.56, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.96, 'extension_adj': 0.0}, 'data_gaps': []}",6.0,0.25,163.35000610351562,1793750272,77536206.31009674,2026-02-02T00:00:00Z
INTC,Intel Corporation,NASDAQ,Technology,8.25,"{'dist_to_52w_high_pct': 1.15, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.44, 'rsi14': 69.67, 'ma10': 372.06, 'ma20': 362.27, 'ma50': 352.8, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 43.14, 'breakout': {'score': 0.0, 'donchian20_prev': 386.94, 'donchian55_prev': 386.94, 'atr14': 13.7729, 'vol_ratio_3_20': 1.4413, 'breakout_strength_atr': -0.244, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.59, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.77, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,383.5799865722656,243814662144,123225853.19207458,2026-02-02T00:00:00Z
INTU,Intuit Inc.,NASDAQ,Technology,8.25,"{'dist_to_52w_high_pct': 1.15, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.44, 'rsi14': 69.67, 'ma10': 372.06, 'ma20': 362.27, 'ma50': 352.8, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 43.14, 'breakout': {'score': 0.0, 'donchian20_prev': 386.94, 'donchian55_prev': 386.94, 'atr14': 13.7729, 'vol_ratio_3_20': 1.4413, 'breakout_strength_atr': -0.244, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.59, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.77, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,383.5799865722656,135614210048,123225853.19207458,2026-02-02T00:00:00Z
FISI,"Financial Institutions, Inc.",NASDAQ,Financial Services,8.25,"{'dist_to_52w_high_pct': 4.15, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.06, 'rsi14': 64.73, 'ma10': 99.64, 'ma20': 98.62, 'ma50': 94.59, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 26.83, 'breakout': {'score': 0.0, 'donchian20_prev': 105.72, 'donchian55_prev': 105.72, 'atr14': 2.6807, 'vol_ratio_3_20': 1.0581, 'breakout_strength_atr': -1.466, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.63, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.29, 'extension_adj': 0.0}, 'data_gaps': []}",0.0,0.25,101.79000091552734,683432128,920061037.7133255,2026-02-02T00:00:00Z
