scan_date,ticker,period,in_weekly_top5,in_pro30,in_movers,weekly_rank,source,composite_score,technical_score,catalyst_score,entry_price,exit_price,max_price,min_price,return_pct,max_return_pct,max_drawdown_pct,trading_days,hit_5pct,hit_10pct,hit_15pct
2025-11-21,STLD,14,True,False,False,5.0,weekly_top5,5.0,,,158.16,171.97,174.31,156.91,8.73,10.21,-0.79,14,True,True,False
2025-11-21,BE,5,False,True,False,,30d_momentum,,,,89.99,98.93,110.84,85.2,9.93,23.17,-5.32,5,True,True,True
2025-11-21,BE,7,False,True,False,,30d_momentum,,,,89.99,102.5,110.84,85.2,13.9,23.17,-5.32,7,True,True,True
2025-11-21,BE,10,False,True,False,,30d_momentum,,,,89.99,111.79,119.9,85.2,24.22,33.23,-5.32,10,True,True,True
2025-11-21,BE,14,False,True,False,,30d_momentum,,,,89.99,94.98,119.9,85.2,5.55,33.23,-5.32,14,True,True,True
2025-11-24,ARWR,5,True,False,False,1.0,weekly_top5,5.63,,,44.26,57.95,59.27,43.72,30.93,33.91,-1.22,5,True,True,True
2025-11-24,ARWR,7,True,False,False,1.0,weekly_top5,5.63,,,44.26,64.66,67.14,43.72,46.09,51.69,-1.22,7,True,True,True
2025-11-24,ARWR,10,True,False,False,1.0,weekly_top5,5.63,,,44.26,68.83,71.5,43.72,55.51,61.55,-1.22,10,True,True,True
2025-11-24,ARWR,14,True,False,False,1.0,weekly_top5,5.63,,,44.26,68.45,72.36,43.72,54.65,63.49,-1.22,14,True,True,True
2025-11-24,AVGO,5,True,False,False,2.0,weekly_top5,5.38,,,377.96,381.57,403.0,371.75,0.96,6.63,-1.64,5,True,False,False
2025-11-24,AVGO,7,True,False,False,2.0,weekly_top5,5.38,,,377.96,381.03,403.0,370.65,0.81,6.63,-1.93,7,True,False,False
2025-11-24,AVGO,10,True,False,False,2.0,weekly_top5,5.38,,,377.96,406.29,407.29,370.65,7.5,7.76,-1.93,10,True,False,False
2025-11-24,AVGO,14,True,False,False,2.0,weekly_top5,5.38,,,377.96,339.81,414.61,337.51,-10.09,9.7,-10.7,14,True,False,False
2025-11-24,SRE,5,True,False,False,3.0,weekly_top5,5.25,,,93.91,90.95,94.73,90.26,-3.15,0.87,-3.89,5,False,False,False
2025-11-24,SRE,7,True,False,False,3.0,weekly_top5,5.25,,,93.91,90.07,94.73,89.8,-4.09,0.87,-4.38,7,False,False,False
2025-11-24,SRE,10,True,False,False,3.0,weekly_top5,5.25,,,93.91,88.32,94.73,87.85,-5.95,0.87,-6.45,10,False,False,False
2025-11-24,SRE,14,True,False,False,3.0,weekly_top5,5.25,,,93.91,88.59,94.73,87.06,-5.66,0.87,-7.29,14,False,False,False
2025-11-24,EXPD,5,True,False,False,4.0,weekly_top5,4.75,,,144.26,146.48,148.38,144.93,1.54,2.86,0.46,5,False,False,False
2025-11-24,EXPD,7,True,False,False,4.0,weekly_top5,4.75,,,144.26,150.5,151.26,144.93,4.33,4.85,0.46,7,False,False,False
2025-11-24,EXPD,10,True,False,False,4.0,weekly_top5,4.75,,,144.26,147.71,151.67,144.93,2.39,5.14,0.46,10,True,False,False
2025-11-24,EXPD,14,True,False,False,4.0,weekly_top5,4.75,,,144.26,151.57,155.04,144.93,5.07,7.47,0.46,14,True,False,False
2025-11-24,ROST,5,True,False,False,5.0,weekly_top5,4.75,,,174.13,177.57,178.8,173.5,1.98,2.68,-0.36,5,False,False,False
2025-11-24,ROST,7,True,False,False,5.0,weekly_top5,4.75,,,174.13,177.09,179.05,173.5,1.7,2.83,-0.36,7,False,False,False
2025-11-24,ROST,10,True,False,False,5.0,weekly_top5,4.75,,,174.13,177.02,179.42,173.5,1.66,3.04,-0.36,10,False,False,False
2025-11-24,ROST,14,True,False,False,5.0,weekly_top5,4.75,,,174.13,184.28,185.0,173.5,5.83,6.24,-0.36,14,True,False,False
2025-11-24,GRAL,5,False,True,False,,30d_momentum,,,,111.4,97.38,115.76,95.15,-12.59,3.91,-14.59,5,False,False,False
2025-11-24,GRAL,7,False,True,False,,30d_momentum,,,,111.4,104.7,115.76,93.34,-6.01,3.91,-16.21,7,False,False,False
2025-11-24,GRAL,10,False,True,False,,30d_momentum,,,,111.4,97.46,115.76,93.34,-12.51,3.91,-16.21,10,False,False,False
2025-11-24,GRAL,14,False,True,False,,30d_momentum,,,,111.4,91.04,115.76,89.86,-18.28,3.91,-19.34,14,False,False,False
2025-11-24,ALAB,5,False,True,False,,30d_momentum,,,,147.75,142.94,182.53,136.54,-3.26,23.54,-7.59,5,True,True,True
2025-11-24,ALAB,7,False,True,False,,30d_momentum,,,,147.75,152.51,182.53,136.54,3.22,23.54,-7.59,7,True,True,True
2025-11-24,ALAB,10,False,True,False,,30d_momentum,,,,147.75,167.08,182.53,136.54,13.08,23.54,-7.59,10,True,True,True
