scan_date,ticker,period,in_weekly_top5,in_pro30,in_movers,weekly_rank,source,composite_score,technical_score,catalyst_score,entry_price,exit_price,max_price,min_price,return_pct,max_return_pct,max_drawdown_pct,trading_days,hit_5pct,hit_10pct,hit_15pct
2025-11-20,AGIO,7,False,True,False,,30d_momentum,,,,24.57,26.98,29.46,23.0,9.81,19.9,-6.39,7,True,True,True
2025-11-20,AGIO,10,False,True,False,,30d_momentum,,,,24.57,27.73,29.46,23.0,12.86,19.9,-6.39,10,True,True,True
2025-11-20,AGIO,14,False,True,False,,30d_momentum,,,,24.57,27.46,29.46,23.0,11.76,19.9,-6.39,14,True,True,True
2025-11-21,WBD,5,True,False,False,1.0,weekly_top5,5.375,,,23.17,23.87,24.2,22.59,3.02,4.45,-2.52,5,False,False,False
2025-11-21,WBD,7,True,False,False,1.0,weekly_top5,5.375,,,23.17,24.57,24.75,22.59,6.04,6.84,-2.52,7,True,False,False
2025-11-21,WBD,10,True,False,False,1.0,weekly_top5,5.375,,,23.17,27.23,28.16,22.59,17.52,21.56,-2.52,10,True,True,True
2025-11-21,WBD,14,True,False,False,1.0,weekly_top5,5.375,,,23.17,29.98,30.0,22.59,29.39,29.48,-2.52,14,True,True,True
2025-11-21,WMT,5,True,False,False,2.0,weekly_top5,5.625,,,105.32,111.53,111.75,103.76,5.9,6.11,-1.48,5,True,False,False
2025-11-21,WMT,7,True,False,False,2.0,weekly_top5,5.625,,,105.32,114.41,114.89,103.76,8.63,9.09,-1.48,7,True,False,False
2025-11-21,WMT,10,True,False,False,2.0,weekly_top5,5.625,,,105.32,113.56,116.27,103.76,7.82,10.4,-1.48,10,True,True,False
2025-11-21,WMT,14,True,False,False,2.0,weekly_top5,5.625,,,105.32,116.7,116.95,103.76,10.81,11.04,-1.48,14,True,True,False
2025-11-21,GOOGL,5,True,False,False,3.0,weekly_top5,5.5,,,299.66,314.89,328.83,309.6,5.08,9.73,3.32,5,True,False,False
2025-11-21,GOOGL,7,True,False,False,3.0,weekly_top5,5.5,,,299.66,319.63,328.83,309.6,6.66,9.73,3.32,7,True,False,False
2025-11-21,GOOGL,10,True,False,False,3.0,weekly_top5,5.5,,,299.66,313.72,328.83,309.6,4.69,9.73,3.32,10,True,False,False
2025-11-21,GOOGL,14,True,False,False,3.0,weekly_top5,5.5,,,299.66,309.29,328.83,305.56,3.21,9.73,1.97,14,True,False,False
2025-11-21,AAPL,5,True,False,False,4.0,weekly_top5,5.0,,,271.49,283.1,283.42,270.9,4.28,4.39,-0.22,5,False,False,False
2025-11-21,AAPL,7,True,False,False,4.0,weekly_top5,5.0,,,271.49,284.15,288.62,270.9,4.66,6.31,-0.22,7,True,False,False
2025-11-21,AAPL,10,True,False,False,4.0,weekly_top5,5.0,,,271.49,277.89,288.62,270.9,2.36,6.31,-0.22,10,True,False,False
2025-11-21,AAPL,14,True,False,False,4.0,weekly_top5,5.0,,,271.49,278.28,288.62,270.9,2.5,6.31,-0.22,14,True,False,False
2025-11-21,STLD,5,True,False,False,5.0,weekly_top5,5.0,,,158.16,167.62,169.49,156.91,5.98,7.16,-0.79,5,True,False,False
2025-11-21,STLD,7,True,False,False,5.0,weekly_top5,5.0,,,158.16,171.5,172.94,156.91,8.43,9.34,-0.79,7,True,False,False
2025-11-21,STLD,10,True,False,False,5.0,weekly_top5,5.0,,,158.16,166.14,172.94,156.91,5.05,9.34,-0.79,10,True,False,False
