baseline_date,ticker,in_weekly_top5,weekly_rank,in_pro30,in_movers,entry_close,max_forward_price,max_return_pct,hit10
2025-12-03,PSX,True,4.0,False,False,139.85000610351562,144.9600067138672,3.653915185794987,False
2025-12-03,SPHR,True,5.0,False,False,81.47000122070312,93.48999786376953,14.753892798533407,True
2025-12-03,JANX,False,,True,False,17.110000610351562,17.219999313354492,0.6428912862596947,False
2025-12-03,AEO,False,,True,False,23.969999313354492,25.56999969482422,6.675012212362952,False
2025-12-04,APH,True,1.0,False,False,139.4600067138672,142.27000427246094,2.0149128232576974,False
2025-12-04,TTMI,True,2.0,False,False,72.83999633789062,80.58000183105469,10.626037729683112,True
2025-12-04,MUR,True,3.0,False,False,32.5,34.31999969482422,5.599999060997596,False
2025-12-04,RIG,True,4.0,False,False,4.429999828338623,4.559999942779541,2.9345399430787733,False
2025-12-04,DLTR,True,5.0,False,False,115.87000274658203,132.42999267578125,14.291869799483292,True
2025-12-04,PATH,False,,True,False,18.479999542236328,19.84000015258789,7.359310844371292,False
2025-12-04,ACLX,False,,True,False,68.44999694824219,79.75,16.508405486565913,True
2025-12-05,WBD,True,1.0,False,False,26.079999923706055,30.0,15.030675183134367,True
2025-12-05,MUR,True,2.0,False,False,32.75,34.31999969482422,4.793892197936556,False
2025-12-05,RIG,True,3.0,False,False,4.440000057220459,4.559999942779541,2.702700090373522,False
2025-12-05,PTGX,True,4.0,False,False,89.6500015258789,96.54000091552734,7.685442579339541,False
2025-12-05,TTMI,True,5.0,False,False,73.73999786376953,80.58000183105469,9.275839660209485,False
2025-12-05,DBRG,False,,True,False,14.119999885559082,15.550000190734863,10.127480996924664,True
2025-12-05,SATS,False,,True,False,82.0,111.0,35.365853658536594,True
2025-12-05,VSCO,False,,True,False,49.04999923706055,56.33000183105469,14.842003480590504,True
2025-12-05,SLG,False,,True,False,42.59000015258789,46.040000915527344,8.100494835827842,False
2025-12-08,WBD,True,1.0,False,False,27.229999542236328,30.0,10.172605597980766,True
2025-12-08,KRYS,True,2.0,False,False,234.0500030517578,248.59500122070312,6.2144832212323475,False
2025-12-08,LUV,True,3.0,False,False,37.95000076293945,43.540000915527344,14.729907879334947,True
2025-12-08,RIG,True,4.0,False,False,4.440000057220459,4.559999942779541,2.702700090373522,False
2025-12-08,TTMI,True,5.0,False,False,75.43000030517578,80.58000183105469,6.827524201303126,False
2025-12-08,WVE,False,,True,False,18.520000457763672,21.729999542236328,17.332608019061958,True
2025-12-08,CVNA,False,,True,False,447.9800109863281,485.3299865722656,8.33742012365757,False
2025-12-08,ACLX,False,,True,False,74.08000183105469,74.98999786376953,1.2283963420926414,False
2025-12-09,MUR,True,1.0,False,False,32.58000183105469,34.31999969482422,5.340692958804549,False
2025-12-09,RIG,True,2.0,False,False,4.449999809265137,4.389999866485596,-1.3483133786796553,False
2025-12-09,PSX,True,3.0,False,False,139.8800048828125,144.9600067138672,3.6316854830757084,False
2025-12-09,LUV,True,4.0,False,False,38.150001525878906,43.540000915527344,14.128438202006755,True
2025-12-09,KRYS,True,5.0,False,False,234.63999938964844,248.59500122070312,5.947409592292363,False
2025-12-09,WVE,False,,True,False,21.309999465942383,20.739999771118164,-2.6747991980722086,False
2025-12-09,TERN,False,,True,False,42.56999969482422,48.2599983215332,13.366217212824626,True
2025-12-10,CRH,True,1.0,False,False,125.13999938964844,128.9499969482422,3.0445881230433347,False
2025-12-10,MU,True,2.0,False,False,263.7099914550781,268.3800048828125,1.7708898331711076,False
2025-12-10,ALB,True,3.0,False,False,133.2100067138672,149.82000732421875,12.469033686057497,True
2025-12-10,ASO,True,4.0,False,False,55.0,56.95000076293945,3.545455932617192,False
2025-12-10,DJCO,True,5.0,False,False,483.010009765625,539.3400268554688,11.662287727158539,True
2025-12-30,ULTA,True,1.0,False,False,606.8900146484375,675.6500244140625,11.3298963742972,True
2025-12-30,CMI,True,2.0,False,False,513.6099853515625,554.1500244140625,7.893156328483486,False
2025-12-30,HWM,True,3.0,False,False,207.80999755859375,219.38999938964844,5.572398810018564,False
2025-12-30,KRYS,True,4.0,False,False,247.8800048828125,267.4800109863281,7.907054105788691,False
2025-12-30,LHX,True,5.0,False,False,295.4700012207031,338.2300109863281,14.471861640425953,True
2025-12-30,AAP,False,,True,False,39.63999938964844,43.86000061035156,10.645815554187754,True
2025-12-31,LHX,True,1.0,False,False,293.57000732421875,341.82000732421875,16.435602682910556,True
2025-12-31,HUT,True,2.0,False,False,45.939998626708984,62.68000030517578,36.438838003652776,True
2025-12-31,LRCX,True,3.0,False,False,171.17999267578125,222.5800018310547,30.026878931246493,True
2025-12-31,VSCO,True,4.0,False,False,54.16999816894531,66.88899993896484,23.479789920523018,True
2025-12-31,ZETA,True,5.0,False,False,20.350000381469727,24.899999618530273,22.358718190510096,True
2025-12-31,PATH,False,,True,False,16.389999389648438,17.940000534057617,9.45699330158687,False
