Ticker,Last,RVOL,ATR%,RSI14,Dist_to_52W_High%,$ADV20,MA20,MA50,Above_MA20,Above_MA50,Ret20d%,Setup,Score,Is_Leveraged_ETF
HOUS,17.64,3.45,4.41,82.8,2.16,53477851.0,14.66,13.44,1,1,20.0,Breakout,23.98,False
