ticker,name,exchange,sector,technical_score,swing_score,swing_signal,swing_regime,signal_reason,technical_evidence,breakout_score,momentum_adj,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc,rsi14,atr_pct,vol_ratio_3_20,dist_52w_high_pct
AVY,Avery Dennison Corporation,NYSE,Consumer Cyclical,8.57,8.87,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.33, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.1, 'rsi14': 56.28, 'ma10': 182.35, 'ma20': 182.11, 'ma50': 176.78, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 26.01, 'breakout': {'score': 4.0, 'donchian20_prev': 185.25, 'donchian55_prev': 189.24, 'atr14': 3.0824, 'vol_ratio_3_20': 1.0979, 'breakout_strength_atr': 0.2498, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 1.66, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.37, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 173.8}",4.0,0.25,186.02,14487475200,127807598.71700001,2026-01-08T00:00:00Z,56.27906976744184,1.6570069270585341,1.0979193378024599,2.326069834602247
ACGL,Arch Capital Group Ltd.,NASDAQ,Financial Services,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 1.25, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.72, 'rsi14': 52.42, 'ma10': 95.5, 'ma20': 95.41, 'ma50': 92.52, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 23.32, 'breakout': {'score': 0.0, 'donchian20_prev': 97.6, 'donchian55_prev': 97.6, 'atr14': 1.3799, 'vol_ratio_3_20': 0.7216, 'breakout_strength_atr': -0.8841, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.43, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.33, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 91.34}",0.0,0.25,96.38,34694557696,216290310.13199997,2026-01-08T00:00:00Z,52.41855873642644,1.4317322058518391,0.7216024624587767,1.249999999999999
AEO,"American Eagle Outfitters, Inc.",NYSE,Consumer Cyclical,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.49, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.83, 'rsi14': 55.87, 'ma10': 26.93, 'ma20': 26.72, 'ma50': 22.02, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 50.41, 'breakout': {'score': 0.0, 'donchian20_prev': 28.46, 'donchian55_prev': 28.46, 'atr14': 1.0117, 'vol_ratio_3_20': 0.8341, 'breakout_strength_atr': -0.7018, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 3.65, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.44, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 15.01}",0.0,0.25,27.75,4092019456,181764044.981,2026-01-08T00:00:00Z,55.86987270155586,3.6457915057915034,0.8341395039426586,2.494729444834859
MLM,"Martin Marietta Materials, Inc.",NYSE,Basic Materials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 4.07, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.04, 'rsi14': 58.76, 'ma10': 636.53, 'ma20': 633.2, 'ma50': 620.27, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 34.84, 'breakout': {'score': 0.0, 'donchian20_prev': 650.0, 'donchian55_prev': 650.0, 'atr14': 12.7018, 'vol_ratio_3_20': 1.0364, 'breakout_strength_atr': -0.9361, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.99, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.25, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 581.56}",0.0,0.25,638.11,39168282624,261981730.8125,2026-01-08T00:00:00Z,58.75664771685309,1.9905300698267427,1.0364447018648906,4.069935694339522
ALL,The Allstate Corporation,NYSE,Financial Services,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.22, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.02, 'rsi14': 53.93, 'ma10': 207.84, 'ma20': 207.6, 'ma50': 205.78, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 24.41, 'breakout': {'score': 0.0, 'donchian20_prev': 212.76, 'donchian55_prev': 215.89, 'atr14': 3.3996, 'vol_ratio_3_20': 1.0173, 'breakout_strength_atr': -0.4883, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.61, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.88, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 202.31}",0.0,0.25,211.1,51027804160,308919029.334,2026-01-08T00:00:00Z,53.93302180685356,1.6104385193205666,1.0173037812179961,2.2187224975682023
DAL,"Delta Air Lines, Inc.",NYSE,Industrials,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 2.56, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.92, 'rsi14': 57.5, 'ma10': 70.61, 'ma20': 70.62, 'ma50': 64.58, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 31.61, 'breakout': {'score': 0.0, 'donchian20_prev': 73.16, 'donchian55_prev': 73.16, 'atr14': 1.4668, 'vol_ratio_3_20': 0.9192, 'breakout_strength_atr': -1.2749, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 2.06, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.32, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 55.42}",0.0,0.25,71.29,44375347200,489134914.21849996,2026-01-08T00:00:00Z,57.497612225405966,2.05751157245055,0.9192157486319148,2.5560415527610587
CTSH,Cognizant Technology Solutions Corporation,NASDAQ,Technology,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 1.45, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.8, 'rsi14': 58.77, 'ma10': 84.05, 'ma20': 84.12, 'ma50': 78.52, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 35.37, 'breakout': {'score': 0.0, 'donchian20_prev': 86.94, 'donchian55_prev': 86.94, 'atr14': 1.6583, 'vol_ratio_3_20': 0.8018, 'breakout_strength_atr': -0.7055, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.93, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 1.73, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 74.86}",0.0,0.25,85.77,41113169920,395762142.11850005,2026-01-08T00:00:00Z,58.77049180327871,1.9334266060394067,0.8018367584361549,1.4477766287487133
APGE,"Apogee Therapeutics, Inc.",NGM,Healthcare,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 4.33, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.33, 'rsi14': 57.84, 'ma10': 77.1, 'ma20': 76.95, 'ma50': 69.35, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 23.98, 'breakout': {'score': 0.0, 'donchian20_prev': 80.99, 'donchian55_prev': 80.99, 'atr14': 3.4542, 'vol_ratio_3_20': 1.3294, 'breakout_strength_atr': -1.0161, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 4.46, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.59, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 47.09}",0.0,0.25,77.48,4783782400,81212110.01750001,2026-01-08T00:00:00Z,57.8446909667195,4.458210413747323,1.3293623687869445,4.333868378812189
CB,Chubb Limited,NYSE,Financial Services,8.25,8.55,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 1.24, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 0.97, 'rsi14': 50.07, 'ma10': 312.17, 'ma20': 310.75, 'ma50': 298.97, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 27.16, 'breakout': {'score': 0.0, 'donchian20_prev': 316.94, 'donchian55_prev': 316.94, 'atr14': 3.9692, 'vol_ratio_3_20': 0.9749, 'breakout_strength_atr': -0.9927, 'is_breakout_20': False}, 'momentum_norm': {'atr_pct': 1.27, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 0.22, 'extension_adj': 0.0}, 'data_gaps': [], 'ma200': 286.03}",0.0,0.25,313.0,119969898496,562029590.7995001,2026-01-08T00:00:00Z,50.065231572080926,1.2680990415335467,0.9749491400284233,1.2431375023663778
HLT,Hilton Worldwide Holdings Inc.,NYSE,Consumer Cyclical,7.57,7.87,pullback,chop,chop_pullback,"{'dist_to_52w_high_pct': 0.18, 'within_5pct_52w_high': True, 'volume_ratio_3d_to_20d': 1.01, 'rsi14': 55.89, 'ma10': 292.07, 'ma20': 288.94, 'ma50': 277.99, 'above_ma10_ma20_ma50': True, 'realized_vol_5d_ann_pct': 32.38, 'breakout': {'score': 4.0, 'donchian20_prev': 296.515, 'donchian55_prev': 296.515, 'atr14': 4.9953, 'vol_ratio_3_20': 1.0109, 'breakout_strength_atr': 0.3633, 'is_breakout_20': True}, 'momentum_norm': {'atr_pct': 1.67, 'volatility_adj': 0.25, 'volatility_note': 'moderate_volatility_bonus', 'ret5_atr_units': 2.3, 'extension_adj': -1.0, 'extension_note': 'extended_move_penalty'}, 'data_gaps': [], 'ma200': 260.53}",4.0,-0.75,298.33,70113607680,485530623.0360001,2026-01-08T00:00:00Z,55.8947135589471,1.6744161546896768,1.0108730655269185,0.1773405607977078
