Ticker,Last,RVOL,ATR%,RSI14,Dist_to_52W_High%,$ADV20,MA20,MA50,Above_MA20,Above_MA50,Ret20d%,Setup,Score,Is_Leveraged_ETF
NUVB,7.15,5.18,8.69,72.2,2.72,63004144.0,5.03,4.12,1,1,72.29,Breakout,33.95,False
