ticker,name,exchange,sector,technical_score,technical_evidence,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc
NUVL,"Nuvalent, Inc.",NASDAQ,Healthcare,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.8, 'resistance_level': None, 'volume_ratio_3d_to_20d': 2.57, 'rsi14': 60.28, 'above_ma10_ma20_ma50': True, 'ma10': 98.59, 'ma20': 97.29, 'ma50': 89.68, 'realized_vol_5d_ann_pct': 96.71}",107.12999725341797,7700489728,73518832.11215973,2025-11-19T00:00:00Z
GOOGL,Alphabet Inc.,NASDAQ,Communication Services,10.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.62, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.53, 'rsi14': 58.41, 'above_ma10_ma20_ma50': True, 'ma10': 284.88, 'ma20': 279.07, 'ma50': 260.23, 'realized_vol_5d_ann_pct': 40.81}",292.80999755859375,4019528663040,10360927720.965729,2025-11-19T00:00:00Z
WBD,"Warner Bros. Discovery, Inc.",NASDAQ,Communication Services,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.55, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.32, 'rsi14': 62.11, 'above_ma10_ma20_ma50': True, 'ma10': 22.8, 'ma20': 22.27, 'ma50': 20.17, 'realized_vol_5d_ann_pct': 49.04}",23.09000015258789,70417424384,821899940.3592968,2025-11-19T00:00:00Z
RL,Ralph Lauren Corporation,NYSE,Consumer Cyclical,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.53, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.81, 'rsi14': 55.48, 'above_ma10_ma20_ma50': True, 'ma10': 329.59, 'ma20': 327.4, 'ma50': 321.66, 'realized_vol_5d_ann_pct': 25.96}",330.8800048828125,22027718656,206535535.59509277,2025-11-19T00:00:00Z
EW,Edwards Lifesciences Corporation,NYSE,Healthcare,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.36, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.75, 'rsi14': 60.13, 'above_ma10_ma20_ma50': True, 'ma10': 84.79, 'ma20': 83.11, 'ma50': 78.51, 'realized_vol_5d_ann_pct': 24.94}",86.0199966430664,48735174656,424757771.2205124,2025-11-19T00:00:00Z
PARR,"Par Pacific Holdings, Inc.",NYSE,Energy,8.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 8.88, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.81, 'rsi14': 58.3, 'above_ma10_ma20_ma50': True, 'ma10': 43.07, 'ma20': 41.6, 'ma50': 37.9, 'realized_vol_5d_ann_pct': 65.62}",44.099998474121094,1875062016,58050885.02511978,2025-11-19T00:00:00Z
IQV,IQVIA Holdings Inc.,NYSE,Healthcare,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.66, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.71, 'rsi14': 51.72, 'above_ma10_ma20_ma50': True, 'ma10': 216.88, 'ma20': 216.53, 'ma50': 204.41, 'realized_vol_5d_ann_pct': 21.26}",217.47999572753906,41018458112,364240283.7928772,2025-11-19T00:00:00Z
GOOG,Alphabet Inc.,NASDAQ,Communication Services,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.7, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.5, 'rsi14': 58.47, 'above_ma10_ma20_ma50': True, 'ma10': 285.44, 'ma20': 279.64, 'ma50': 260.83, 'realized_vol_5d_ann_pct': 40.3}",292.989990234375,4016661331968,6695062209.756699,2025-11-19T00:00:00Z
CYTK,"Cytokinetics, Incorporated",NASDAQ,Healthcare,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.69, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.07, 'rsi14': 57.09, 'above_ma10_ma20_ma50': True, 'ma10': 64.5, 'ma20': 62.46, 'ma50': 57.89, 'realized_vol_5d_ann_pct': 22.53}",64.79000091552734,7903204864,119632042.92291641,2025-11-19T00:00:00Z
CWAN,"Clearwater Analytics Holdings, Inc.",NYSE,Technology,8.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 35.34, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.6, 'rsi14': 63.53, 'above_ma10_ma20_ma50': True, 'ma10': 18.68, 'ma20': 18.54, 'ma50': 18.43, 'realized_vol_5d_ann_pct': 51.61}",20.690000534057617,7170272768,136264410.83979607,2025-11-19T00:00:00Z
