Ticker,Last,RVOL,ATR%,RSI14,Dist_to_52W_High%,$ADV20,MA20,MA50,Above_MA20,Above_MA50,Ret20d%,Ret5d%,Setup,Score,Is_Leveraged_ETF
CDNA,27.45,1.82,7.67,15.3,76.74,81951868.0,34.33,39.43,0,0,-30.15,-9.11,Reversal,24.92,False
DCTH,38.46,2.38,5.05,23.0,41.75,301365575.0,44.09,41.87,0,0,-18.03,-11.22,Reversal,22.46,False
PNTG,76.01,2.05,4.78,52.8,6.66,747774072.0,75.93,69.09,1,1,3.37,0.12,Breakout,22.17,False
PNRG,76.01,2.05,4.78,52.8,6.66,747774072.0,75.93,69.09,1,1,3.37,0.12,Breakout,22.17,False
POET,76.01,2.05,4.78,52.8,6.66,747774072.0,75.93,69.09,1,1,3.37,0.12,Breakout,22.17,False
ASC,130.46,1.88,5.96,22.9,33.19,518398176.0,154.47,162.24,0,0,-25.77,-12.83,Reversal,21.81,False
ASIC,130.46,1.88,5.96,22.9,33.19,518398176.0,154.47,162.24,0,0,-25.77,-12.83,Reversal,21.81,False
ASGN,130.46,1.88,5.96,22.9,33.19,518398176.0,154.47,162.24,0,0,-25.77,-12.83,Reversal,21.81,False
ASIX,130.46,1.88,5.96,22.9,33.19,518398176.0,154.47,162.24,0,0,-25.77,-12.83,Reversal,21.81,False
NRC,103.2,1.94,5.04,17.8,32.93,776556951.0,119.55,126.14,0,0,-22.78,-9.68,Reversal,20.44,False
CYH,129.69,2.14,4.47,12.4,31.77,775206464.0,148.23,151.13,0,0,-16.49,-8.94,Reversal,19.73,False
CXW,129.69,2.14,4.47,12.4,31.77,775206464.0,148.23,151.13,0,0,-16.49,-8.94,Reversal,19.73,False
CYRX,129.69,2.14,4.47,12.4,31.77,775206464.0,148.23,151.13,0,0,-16.49,-8.94,Reversal,19.73,False
SAMG,84.83,1.98,3.9,14.2,16.66,463053966.0,96.27,95.1,0,0,-14.95,-12.45,Reversal,17.06,False
SANA,84.83,1.98,3.9,14.2,16.66,463053966.0,96.27,95.1,0,0,-14.95,-12.45,Reversal,17.06,False
SANM,84.83,1.98,3.9,14.2,16.66,463053966.0,96.27,95.1,0,0,-14.95,-12.45,Reversal,17.06,False
SATL,84.83,1.98,3.9,14.2,16.66,463053966.0,96.27,95.1,0,0,-14.95,-12.45,Reversal,17.06,False
SATS,84.83,1.98,3.9,14.2,16.66,463053966.0,96.27,95.1,0,0,-14.95,-12.45,Reversal,17.06,False
