ticker,name,exchange,sector,technical_score,technical_evidence,current_price,market_cap_usd,avg_dollar_volume_20d,asof_price_utc
CMC,Commercial Metals Company,NYSE,Basic Materials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.62, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.0, 'rsi14': 60.86, 'above_ma10_ma20_ma50': True, 'ma10': 70.65, 'ma20': 69.99, 'ma50': 64.21, 'realized_vol_5d_ann_pct': 32.92}",72.69000244140625,8072075264,76662860.33878326,2026-01-05T00:00:00Z
ENS,EnerSys,NYSE,Industrials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 0.83, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.83, 'rsi14': 62.1, 'above_ma10_ma20_ma50': True, 'ma10': 149.51, 'ma20': 148.17, 'ma50': 139.48, 'realized_vol_5d_ann_pct': 34.09}",154.9199981689453,5804376576,64538448.76876831,2026-01-05T00:00:00Z
HAL,Halliburton Company,NYSE,Energy,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.36, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.72, 'rsi14': 71.6, 'above_ma10_ma20_ma50': True, 'ma10': 28.65, 'ma20': 28.46, 'ma50': 27.48, 'realized_vol_5d_ann_pct': 55.66}",31.920000076293945,27215058944,331684285.16695976,2026-01-05T00:00:00Z
BAC,Bank of America Corporation,NYSE,Financial Services,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.15, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.73, 'rsi14': 63.69, 'above_ma10_ma20_ma50': True, 'ma10': 55.8, 'ma20': 55.11, 'ma50': 53.75, 'realized_vol_5d_ann_pct': 22.26}",56.88999938964844,421381242880,1945559234.7318268,2026-01-05T00:00:00Z
HUBB,Hubbell Incorporated,NYSE,Industrials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.88, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.92, 'rsi14': 61.14, 'above_ma10_ma20_ma50': True, 'ma10': 453.13, 'ma20': 447.94, 'ma50': 444.11, 'realized_vol_5d_ann_pct': 34.9}",465.4800109863281,24737820672,208393560.44536895,2026-01-05T00:00:00Z
GVA,Granite Construction Incorporated,NYSE,Industrials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 0.92, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.89, 'rsi14': 63.1, 'above_ma10_ma20_ma50': True, 'ma10': 117.81, 'ma20': 115.23, 'ma50': 108.22, 'realized_vol_5d_ann_pct': 29.0}",120.01000213623047,5254776832,82032175.95226288,2026-01-05T00:00:00Z
AXSM,"Axsome Therapeutics, Inc.",NGM,Healthcare,8.0,"{'within_5pct_52w_high': False, 'dist_to_52w_high_pct': 7.0, 'resistance_level': None, 'volume_ratio_3d_to_20d': 2.73, 'rsi14': 68.42, 'above_ma10_ma20_ma50': True, 'ma10': 159.95, 'ma20': 153.79, 'ma50': 146.1, 'realized_vol_5d_ann_pct': 177.37}",171.49000549316406,8645264384,109767746.37252808,2026-01-05T00:00:00Z
EL,The Estée Lauder Companies Inc.,NYSE,Consumer Defensive,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.0, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.73, 'rsi14': 61.03, 'above_ma10_ma20_ma50': True, 'ma10': 107.16, 'ma20': 105.89, 'ma50': 98.47, 'realized_vol_5d_ann_pct': 22.46}",108.16000366210938,38976565248,333010191.44519806,2026-01-05T00:00:00Z
SATS,EchoStar Corporation,NASDAQ,Communication Services,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.47, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.5, 'rsi14': 56.06, 'above_ma10_ma20_ma50': True, 'ma10': 108.14, 'ma20': 103.6, 'ma50': 84.61, 'realized_vol_5d_ann_pct': 31.59}",110.66999816894531,31859271680,633726942.2057724,2026-01-05T00:00:00Z
EMR,Emerson Electric Co.,NYSE,Industrials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.94, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.28, 'rsi14': 62.51, 'above_ma10_ma20_ma50': True, 'ma10': 135.74, 'ma20': 135.69, 'ma50': 133.48, 'realized_vol_5d_ann_pct': 43.74}",142.85000610351562,80324853760,327312372.45025635,2026-01-05T00:00:00Z
NUE,Nucor Corporation,NYSE,Basic Materials,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 2.22, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.02, 'rsi14': 55.35, 'above_ma10_ma20_ma50': True, 'ma10': 164.99, 'ma20': 163.28, 'ma50': 155.43, 'realized_vol_5d_ann_pct': 32.4}",168.1300048828125,38478008320,255401982.97599792,2026-01-05T00:00:00Z
CVX,Chevron Corporation,NYSE,Energy,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 3.02, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.65, 'rsi14': 77.74, 'above_ma10_ma20_ma50': True, 'ma10': 152.4, 'ma20': 150.86, 'ma50': 152.35, 'realized_vol_5d_ann_pct': 32.07}",163.85000610351562,330128654336,1444974482.014923,2026-01-05T00:00:00Z
NU,Nu Holdings Ltd.,NYSE,Financial Services,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 1.1, 'resistance_level': None, 'volume_ratio_3d_to_20d': 1.15, 'rsi14': 64.29, 'above_ma10_ma20_ma50': True, 'ma10': 16.85, 'ma20': 16.69, 'ma50': 16.42, 'realized_vol_5d_ann_pct': 39.75}",17.940000534057617,86929629184,603902217.8451586,2026-01-05T00:00:00Z
ARQT,"Arcutis Biotherapeutics, Inc.",NASDAQ,Healthcare,8.0,"{'within_5pct_52w_high': True, 'dist_to_52w_high_pct': 4.94, 'resistance_level': None, 'volume_ratio_3d_to_20d': 0.92, 'rsi14': 57.7, 'above_ma10_ma20_ma50': True, 'ma10': 29.05, 'ma20': 29.22, 'ma50': 27.37, 'realized_vol_5d_ann_pct': 43.42}",30.200000762939453,3699264256,56683551.17082596,2026-01-05T00:00:00Z
